ID,NameOLD,NameNEW,MacroareaOLD,MacroareaNEW,LatitudeOLD,LatitudeNEW,LongitudeOLD,LongitudeNEW,GlottocodeOLD,GlottocodeNEW,ISO639P3code,FamilyOLD,FamilyNEW,SubfamilyOLD,SubfamilyNEW,GenusOLD,GenusNEW,GenusIcon,ISO_codesOLD,ISO_codesNEW,Samples_100,Samples_200,Country_IDOLD,Country_IDNEW,Source
ber,Berta,Berta,Africa,Africa,10.33333333,10.33333333,34.66666667,34.66666667,bert1248,bert1248,wti,,,,,,,sff66ff,wti,wti,0,0,ET SD,ET SD,Andersen-1995 Triulzi-et-al-1976a Triulzi-et-al-1976b Tucker-and-Bryan-1966
wuc,Wu,Wu,Eurasia,Eurasia,31.66666667,31.66666667,119.9166667,119.9166667,wuch1236,wuch1236,wuu,Sino-Tibetan,Sino-Tibetan,,,Chinese,Chinese,f000000,wuu,wuu,0,0,CN,CN,Chao-1970
wwa,Waama,Waama,Africa,Africa,10.58333333,10.58333333,1.666666667,1.666666667,waam1244,waam1244,wwa,Niger-Congo,Niger-Congo,Gur,Gur,Northern-Central Gur,Oti-Volta,f646464,wwa,wwa,0,0,BJ,BJ,Peter-1990
wrw,Warrwa,Warrwa,Australia,Australia,-17.5,-17.5,123.5,123.5,warr1258,warr1258,wwr,Nyulnyulan,Nyulnyulan,,,Nyulnyulan,Nyulnyulan,fff6600,wwr,wwr,0,0,AU,AU,McGregor-1994
wya,Wyandot,Wyandot,North America,North America,44.33333333,44.33333333,-77.5,-77.5,wyan1247,wyan1247,wya,Iroquoian,Iroquoian,,,Northern Iroquoian,Northern Iroquoian,d990099,wya,wya,0,0,CA,CA,Kopris-2001
ngi,Ngiyambaa,Ngiyambaa,Australia,Australia,-31.75,-31.75,145.5,145.5,wang1291,wang1291,wyb,Pama-Nyungan,Pama-Nyungan,,,Southeastern Pama-Nyungan,Southeastern Pama-Nyungan,tffffcc,wyb,wyb,1,1,AU,AU,Donaldson-1977 Donaldson-1980 Donaldson-1997a Donaldson-1999 Nichols-1992
wwr,Woiwurrung,Woiwurrung,Australia,Australia,-37.5,-37.5,145.5,145.5,woiw1237,woiw1237,,Pama-Nyungan,Pama-Nyungan,,,Southeastern Pama-Nyungan,Southeastern Pama-Nyungan,tffffcc,,wyu,0,0,AU,AU,Blake-1991
fiw,Fijian (Wayan),Fijian (Wayan),Papunesia,Papunesia,-17,-17,177.3,177.3,west2519,west2519,wyy,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,wyy,wyy,0,0,FJ,FJ,
ndr,Nadroga,Nadroga,Papunesia,Papunesia,-18.08333333,-18.08333333,177.4166667,177.4166667,fiji1243,west2519,fij,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,fij,wyy,0,0,FJ,FJ,Geraghty-2002
kac,Kachari,Kachari,Eurasia,Eurasia,26.5,26.5,91,91,kach1279,kach1279,xac,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Tibeto-Burman,Bodo-Garo,Brahmaputran,fcccccc,xac,xac,0,0,IN,IN,Endle-1884
kiq,Kalmyk (Issyk-Kul),Kalmyk (Issyk-Kul),Eurasia,Eurasia,42.41666667,42.41666667,78.33333333,78.33333333,kalm1243,kalm1243,xal,Altaic,Altaic,,,Mongolic,Mongolic,d009900,xal,xal,0,0,KG,KG,Tenishev-1997a
oir,Oirat,Oirat,Eurasia,Eurasia,37.5,37.5,93,93,kalm1243,kalm1243,xal,Altaic,Altaic,,,Mongolic,Mongolic,d009900,xal,xal,0,0,CN MN,CN MN,Birtalan-2003
kmk,Kalmyk,Kalmyk,Eurasia,Eurasia,44,44,83,83,kalm1243,kalm1244,xal,Altaic,Altaic,,,Mongolic,Mongolic,d009900,xal,xal,0,0,CN RU MN,CN RU MN,Benzing-1985 Grammatika-1983 Purbeev-1997 Ramstedt-1935 Street-1959 Todaeva-1968 Zwick-1854
xam,/Xam,/Xam,Africa,Africa,-31,-31,21,21,xamm1241,xamm1241,xam,Tu,Tu,,,Tu,Tu,f99ffff,xam,xam,0,0,ZA,ZA,Anonymous-4 Stolz-1996
kms,Kamass,Kamass,Eurasia,Eurasia,52,52,92,92,kama1351,kama1351,xas,Uralic,Uralic,,,Samoyedic,Samoyedic,f66ff33,xas,xas,0,0,RU,RU,Joki-1944 Kunnap-1999b Simoncsics-1998
xav,Xavánte,Xavánte,South America,South America,-15,-15,-52.5,-52.5,xava1240,xava1240,xav,Macro-Ge,Macro-Ge,,Je,Ge-Kaingang,Je Central,sffffff,xav,xav,0,0,BR,BR,McLeod-and-Mitchell-1980 Rodrigues-1999b
kws,Kawaiisu,Kawaiisu,North America,North America,36,36,-117.5,-117.5,kawa1283,kawa1283,xaw,Uto-Aztecan,Uto-Aztecan,,,Numic,Northern Uto-Aztecan,s000000,xaw,xaw,0,0,US,US,Langacker-1976 Zigmond-et-al-1990-1991
xbi,Kombio,Kombio,Papunesia,Papunesia,-3.5,-3.5,142.75,142.75,komb1272,komb1272,xbi,Torricelli,Torricelli,,,Kombio-Arapesh,Kombio-Arapesh,c0000dd,xbi,xbi,0,0,PG,PG,Yi-2008
kam,Kambera,Kambera,Papunesia,Papunesia,-9.833333333,-9.833333333,120.1666667,120.1666667,kamb1299,kamb1299,xbr,Austronesian,Austronesian,,,Central Malayo-Polynesian,Central Malayo-Polynesian,t99ffff,xbr,xbr,0,0,ID,ID,Klamer-1994 Klamer-1998
cmk,Chemakum,Chemakum,North America,North America,48.08333333,48.08333333,-122.9166667,-122.9166667,chim1310,chim1310,xch,Chimakuan,Chimakuan,,,Chimakuan,Chimakuan,fff6600,xch,xch,0,0,US,US,Andrade-1953 Swadesh-1955
cmc,Comecrudo,Comecrudo,North America,North America,25.83333333,25.83333333,-99,-99,come1251,come1251,xcm,Comecrudan,Hokan,,,Comecrudan,Comecrudan,saa0000,xcm,xcm,0,0,MX,MX,Swanton-1940
coa,Coahuilteco,Coahuilteco,North America,North America,28,28,-100,-100,coah1252,coah1252,xcw,Coahuiltecan,Coahuiltecan,,,Coahuiltecan,Coahuiltecan,s9999ff,xcw,xcw,0,0,MX,MX,Troike-1967 Troike-1996
ktp,Ketapang,Ketapang,Eurasia,Eurasia,-1.866666667,-2.75,110,111.1666667,mala1479,mala1480,zlm,Austronesian,Austronesian,,,Malayo-Sumbawan,Malayo-Sumbawan,d990099,zlm,xdy,0,0,ID,ID,
hdi,Hdi,Hdi,Africa,Africa,11.86666667,11.86666667,13.71666667,13.71666667,hdii1240,hdii1240,xed,Afro-Asiatic,Afro-Asiatic,Chadic,Chadic,Biu-Mandara,Biu-Mandara,c990099,xed,xed,0,0,NG CM,NG CM,Frajzyngier-and-Shay-2002
xer,Xerénte,Xerénte,South America,South America,-10,-10,-48.16666667,-48.16666667,xere1240,xere1240,xer,Macro-Ge,Macro-Ge,,Je,Ge-Kaingang,Je Central,sffffff,xer,xer,0,0,BR,BR,Martius-1863 Wiesemann-1986a de-Souza-Filho-2007
dhb,Dharumbal,Dharumbal,Australia,Australia,-22.75,-22.75,150.5,150.5,baya1257,dhar1248,bjy,Pama-Nyungan,Pama-Nyungan,,,Northern Pama-Nyungan,Northern Pama-Nyungan,taa0000,bjy,xgm,0,0,AU,AU,Terrill-2002
xho,Xhosa,Xhosa,Africa,Africa,-32,-32,27,27,xhos1239,xhos1239,xho,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,xho,xho,0,0,ZA,ZA,Downing-2001 McLaren-1939
bah,Xiriana,Xiriana,,South America,2.666666667,2.666666667,-62.5,-62.5,xiri1243,xiri1243,xir,Arawakan,Arawakan,,,Bahuanic,Negro-Roraima+Q284,cff6600,xir,xir,0,0,BR,BR,Ramirez-1992 Stolz-1996
ksl,Kenyan Sign Language,Kenyan Sign Language,Africa,Africa,0,0,38,38,keny1241,keny1241,xki,other,other,,,Sign Languages,Sign Languages,t99ffff,xki,xki,0,0,KE,KE,Akach-1991
kbt,Kabatei,Kabatei,Eurasia,Eurasia,36.75,36.75,49.41666667,49.41666667,kaba1276,kaba1276,xkp,Indo-European,Indo-European,,,Iranian,Iranian,cff66ff,xkp,xkp,0,0,IR,IR,Stilo-2005
mgl,Mingrelian,Mingrelian,Eurasia,Eurasia,42.5,42.5,42,42,ming1252,ming1252,xmf,Kartvelian,Kartvelian,,,Kartvelian,Kartvelian,f000000,xmf,xmf,0,0,GE,GE,Harris-1991
mds,Manadonese,Manadonese,Papunesia,Papunesia,1.5,1.5,124.8333333,124.8333333,mala1481,mala1481,xmm,Austronesian,Austronesian,,,Malayo-Sumbawan,Malayo-Sumbawan,d990099,xmm,xmm,0,0,ID,ID,Wantalangi-1993 den-Besten-2001
kmw,Kamu,Kamu,Australia,Australia,-13.58333333,-13.58333333,130.8333333,130.8333333,kamu1258,kamu1258,xmu,Eastern Daly,Eastern Daly,Daly,,Eastern Daly,Eastern Daly,s009900,xmu,xmu,0,0,AU,AU,Harvey-1990
xns,Kanashi,Kanashi,Eurasia,Eurasia,32.08333333,32.08333333,77.25,77.25,kana1283,kana1283,xns,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Tibeto-Burman,Bodic,Bodic,fffff00,xns,xns,0,0,IN,IN,Sharma-1992
nku,Nubian (Kunuz),Nubian (Kunuz),Africa,Africa,23,23,33,33,kenu1236,kenu1243,xnz,Eastern Sudanic,Eastern Sudanic,,,Nubian,Nubian,s000000,xnz,xnz,0,0,EG,EG,Abdel-Hafiz-1988 Hofmann-1983
xok,Xokleng,Xokleng,South America,South America,-24.5,-24.5,-50,-50,xokl1240,xokl1240,xok,Macro-Ge,Macro-Ge,,Je,Ge-Kaingang,Je Meridional,sffffff,xok,xok,0,0,BR,BR,Henry-1935 Martius-1863 Urban-1985 Wiesemann-1986a
kom,Komo,Komo,Africa,Africa,8.75,8.75,33.75,33.75,komo1258,komo1258,xom,Koman,Koman,,,Koman,Koman,fff4400,xom,xom,0,0,ET SS,ET SS,Tucker-and-Bryan-1956 Tucker-and-Bryan-1966
kkb,Konkomba,Konkomba,Africa,Africa,10,10,0.083333333,0.083333333,konk1269,konk1269,xon,Niger-Congo,Niger-Congo,Gur,Gur,Northern-Central Gur,Oti-Volta,f646464,xon,xon,0,0,TG GH,TG GH,
kpe,Kpelle,Kpelle,Africa,Africa,7,7,-10,-10,libe1247,libe1247,xpe,Mande,Mande,,,Western Mande,Western Mande,f009900,xpe,xpe,0,0,LR,LR,Casthelain-and-Lassort-1952 Hyman-1973 Welmers-1962 Welmers-1973 Westermann-1969 Westermann-and-Melzian-1930
nhp,Nahuatl (Pochutla),Nahuatl (Pochutla),North America,North America,15.75,15.75,-96.5,-96.5,poch1244,poch1244,,Uto-Aztecan,Uto-Aztecan,,,Aztecan,Aztecan,fffffff,,xpo,0,0,MX,MX,Langacker-1977
mhc,Mahican,Mahican,North America,North America,42.66666667,42.66666667,-73.5,-73.5,mohe1244,mohe1244,xpq,Algic,Algic,,,Algonquian,Algonquian,cffffff,xpq,xpq,0,0,US,US,Masthay-1991
krh,Krahô,Krahô,South America,South America,-8,-8,-48,-48,krah1246,krah1246,xra,Macro-Ge,Macro-Ge,,Je,Ge-Kaingang,Je Setentrional,sffffff,xra,xra,0,0,BR,BR,Shell-1952
sio,Sio,Sio,Papunesia,Papunesia,-5.95,-5.95,147.3333333,147.3333333,sioo1240,sioo1240,xsi,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,xsi,xsi,0,0,PG,PG,Clark-and-Clark-1987 Soetenga-1993
slv,Slavey,Slavey,North America,North America,60,60,-120,-120,sout2959,sout2959,xsl,Na-Dene,Na-Dene,,,Athapaskan,Athapaskan,c99ffff,xsl,xsl,0,0,CA,CA,Gouy-1930
ksm,Kasem,Kasem,Africa,Africa,11.25,11.25,-1.25,-1.25,kase1253,kase1253,xsm,Niger-Congo,Niger-Congo,Gur,Gur,Southern-Central Gur,Grusi,f101010,xsm,xsm,0,0,BF,BF,Bonvini-1988 Cremer-1924
she,Sherpa,Sherpa,Eurasia,Eurasia,27.75,27.75,86.83333333,86.83333333,sher1255,sher1255,xsr,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Tibeto-Burman,Bodic,Bodic,fffff00,xsr,xsr,0,0,NP,NP,Schottelndreyer-and-Schottelndreyer-1973 Woodbury-1986
snm,Sanuma,Sanuma,South America,South America,4.5,4.5,-64.66666667,-64.66666667,sanu1240,sanu1240,xsu,Yanomam,Yanomam,,,Yanomam,Yanomam,t990099,xsu,xsu,1,1,BR VR,BR VR,Aikhenvald-and-Dixon-1999 Borgman-1990 Derbyshire-and-Payne-1990
kad,Kadugli,Kadugli,Africa,Africa,11,11,29.66666667,29.66666667,katc1249,kadu1257,xtc,Kadu,Kadu,,,Kadugli,Kadugli,dff4400,xtc,xtc,0,0,SD,SD,Abdalla-1969 Abdalla-1973 Matsushita-1984 Matsushita-1986 Tucker-and-Bryan-1966
ktc,Katcha,Katcha,Africa,Africa,10.83333333,10.83333333,29.66666667,29.66666667,katc1249,katc1250,xtc,Kadu,Kadu,,,Kadugli,Kadugli,dff4400,xtc,xtc,0,0,SD,SD,Stevenson-1957 Tucker-and-Bryan-1966
ktn,Ketengban,Ketengban,Papunesia,Papunesia,-4.5,-4.5,140.5,140.5,kete1254,kete1254,xte,Trans-New Guinea,Trans-New Guinea,,,Mek,Mek,d66ff33,xte,xte,0,0,ID,ID,Sims-and-Sims-1982
bkb,Betta Kurumba,Betta Kurumba,Eurasia,Eurasia,11.5,11.5,76.75,76.75,bett1235,bett1235,xub,Dravidian,Dravidian,,,Southern Dravidian,Dravidian,sff66ff,xub,xub,0,0,IN,IN,Coelho-2003
klk,Koh (Lakka),Koh,Africa,Africa,8,8,15.5,15.5,kuoo1238,kuoo1238,xuo,Niger-Congo,Niger-Congo,Adamawa-Ubangi,Adamawa-Ubangi,Mbumic,Mbumic,tb6b6b6,xuo,xuo,0,0,TD CM,TD CM,Glidden-1985
kxo,Kxoe,Kxoe,Africa,Africa,-17.5,-17.5,22.5,22.5,kxoe1243,kxoe1243,xuu,Khoe-Kwadi,Khoe-Kwadi,,,Khoe-Kwadi,Khoe-Kwadi,f9999ff,xuu,xuu,0,0,AO NA,AO NA,Bohm-1985 Kohler-1981 Schladt-1998
kwz,Kwaza,Kwaza,South America,South America,-12.58333333,-12.58333333,-60.66666667,-60.66666667,kwaz1243,kwaz1243,,,,,,,,s0000dd,,xwa,0,0,BR,BR,Aikhenvald-and-Dixon-1999 van-der-Voort-2000 van-der-Voort-2002 van-der-Voort-2004
koe,Koegu,Koegu,Africa,Africa,7,7,36.08333333,36.08333333,kweg1241,kweg1241,xwg,Eastern Sudanic,Eastern Sudanic,,Surmic,Surmic,South Surmic,sffffcc,xwg,xwg,0,0,ET,ET,Hieda-1998
wan,Wangkumara,Wangkumara,Australia,Australia,-27.33333333,-27.33333333,143,143,ngur1261,ngur1261,xwk,Pama-Nyungan,Pama-Nyungan,,,Central Pama-Nyungan,Central Pama-Nyungan,tcccccc,xwk,xwk,0,0,AU,AU,McDonald-and-Wurm-1979
wem,Wembawemba,Wembawemba,,Australia,-35.33333333,-35.33333333,144,144,west2443,west2443,,Pama-Nyungan,Pama-Nyungan,,,Southeastern Pama-Nyungan,Southeastern Pama-Nyungan,tffffcc,,xww,0,0,AU,AU,Hercus-1969b Hercus-1986b Hercus-1999b Nichols-1992
keo,Keo,Keo,Papunesia,Papunesia,-8.833333333,-8.833333333,121.25,121.25,keoo1238,keoo1238,xxk,Austronesian,Austronesian,,,Central Malayo-Polynesian,Central Malayo-Polynesian,t99ffff,xxk,xxk,0,0,ID,ID,Baird-2001
yyg,Yaygir,Yaygir,Australia,Australia,-29.66666667,-29.66666667,153,153,yayg1236,yayg1236,,Pama-Nyungan,Pama-Nyungan,,,Southeastern Pama-Nyungan,Southeastern Pama-Nyungan,tffffcc,,xya,0,0,AU,AU,Crowley-1979
myy,Mayi-Yapi,Mayi-Yapi,Australia,Australia,-20,-20,141,141,mayk1239,mayk1239,,Pama-Nyungan,Pama-Nyungan,,,Northern Pama-Nyungan,Northern Pama-Nyungan,taa0000,,xyj,0,0,AU,AU,Breen-1981b
yyo,Yorta Yorta,Yorta Yorta,Australia,Australia,-36,-36,146,146,yort1237,yort1237,,Pama-Nyungan,Pama-Nyungan,,,Southeastern Pama-Nyungan,Southeastern Pama-Nyungan,tffffcc,,xyy,0,0,AU,AU,Bowe-and-Morey-1999
yam,Yaminahua,Yaminahua,South America,South America,-8,-8,-73,-73,yami1256,yami1256,yaa,Panoan,Pano-Tacanan,,,Panoan,Panoan,c0000dd,yaa,yaa,0,0,BR PE,BR PE,Eakin-1991
yag,Yagua,Yagua,South America,South America,-3.5,-3.5,-72,-72,yagu1244,yagu1244,yad,Peba-Yaguan,Peba-Yaguan,,,Peba-Yaguan,Peba-Yaguan,c009900,yad,yad,1,1,PE,PE,Derbyshire-and-Payne-1990 Everett-1989 Nichols-1992 Payne-1985 Payne-1990a Payne-1992 Payne-1997 Payne-and-Payne-1990 Powlison-1995
yrr,Yaruro,Yaruro,South America,South America,7,7,-68,-68,pume1238,pume1238,yae,,,,,,,t99ffff,yae,yae,0,0,VR,VR,Mosonyi-et-al-2000a
yak,Yaka,Yaka,Africa,Africa,-7,-7,17.5,17.5,yaka1269,yaka1269,yaf,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,yaf,yaf,0,0,AO CD,AO CD,Ruttenberg-1999
yah,Yahgan,Yahgan,South America,South America,-55,-55,-68,-68,yama1264,yama1264,yag,Yámana,Yámana,,,Yámana,Yámana,t66ff33,yag,yag,0,0,CL,CL,Adam-1885 Adelaar-2004 Beauvoir-1915
yaz,Yazgulyam,Yazgulyam,Eurasia,Eurasia,38.5,38.5,71.5,71.5,yazg1240,yazg1240,yah,Indo-European,Indo-European,,,Iranian,Iranian,cff66ff,yah,yah,0,0,TJ,TJ,Efimov-1975 Payne-1989b
ygn,Yaghnobi,Yaghnobi,Eurasia,Eurasia,39,39,69,69,yagn1238,yagn1238,yai,Indo-European,Indo-European,,,Iranian,Iranian,cff66ff,yai,yai,0,0,TJ,TJ,Xromov-1987
shp,Sahaptin (Northern),Klikitat,North America,North America,46.5,46.5,-120,-120,nort1527,yaki1237,,Penutian,Penutian,,,Sahaptian,Sahaptian,caa0000,waa yak,yak,0,0,US,US,Jacobs-1929 Jacobs-1931
yba,Yamba,Yamba,Africa,Africa,6.416666667,6.416666667,11.08333333,11.08333333,yamb1251,yamb1251,yam,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Wide Grassfields,d0000dd,yam,yam,0,0,CM,CM,
sum,Mayangna,Mayangna,North America,North America,13,13,-84.5,-84.5,maya1285,maya1285,yan,Misumalpan,Misumalpan,,,Misumalpan,Misumalpan,tff66ff,yan,yan,0,0,NI,NI,Houwald-1980
yao,Yao (in Malawi),Yao (in Malawi),Africa,Africa,-14.5,-14.5,35.5,35.5,yaoo1241,yaoo1241,yao,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,yao,yao,0,0,MZ MW,MZ MW,Whiteley-1966
yap,Yapese,Yapese,Papunesia,Papunesia,9.583333333,9.583333333,138.1666667,138.1666667,yape1248,yape1248,yap,Austronesian,Austronesian,,,Yapese,Yapese,tffcc00,yap,yap,0,0,FM,FM,Hsu-1969 Jensen-1977a Jensen-et-al-1977a Lynch-1998
yaq,Yaqui,Yaqui,North America,North America,27.5,27.5,-110.25,-110.25,yaqu1251,yaqu1251,yaq,Uto-Aztecan,Uto-Aztecan,,,Cahita,Cahita,fffffcc,yaq,yaq,1,1,MX,MX,Dedrick-and-Casad-1999 Escalante-1990 Jelinek-1998 Johnson-1962 Kurath-and-Spicer-1947 Lindenfeld-1973 Shaul-1999
gun,Gunu,Gunu,Africa,Africa,4.583333333,4.583333333,11.25,11.25,nugu1242,nugu1242,yas,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,yas,yas,0,0,CM,CM,
yem,Yemba,Yemba,Africa,Africa,5.416666667,5.416666667,10.08333333,10.08333333,yemb1246,yemb1246,ybb,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Wide Grassfields,d0000dd,ybb,ybb,0,0,CM,CM,Haynes-1989
syg,Saryg Yughur,Saryg Yughur,Eurasia,Eurasia,38.75,38.75,99.75,99.75,west2402,west2402,ybe,Altaic,Altaic,,,Turkic,Turkic,d0000dd,ybe,ybe,0,0,CN,CN,Tenishev-1997c
ybi,Yamphu,Yamphu,Eurasia,Eurasia,27.58333333,27.58333333,87.33333333,87.33333333,yamp1242,yamp1242,ybi,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Tibeto-Burman,Mahakiranti,Himalayish,c0000dd,ybi,ybi,0,0,NP,NP,Rutgers-1998
ycn,Yucuna,Yucuna,South America,South America,-0.75,-0.75,-71,-71,yucu1253,yucu1253,ycn,Arawakan,Arawakan,,,Inland Northern Arawakan,Japura-Colombia,cdd0000,ycn,ycn,0,0,CO,CO,Huber-and-Reed-1992 Schauer-and-Schauer-1958 Schauer-and-Schauer-1967
ydb,Yiddish (Bessarabian),Yiddish (Bessarabian),Eurasia,Eurasia,47,47,28.5,28.5,east2295,east2295,ydd,Indo-European,Indo-European,,,Germanic,Germanic,cff4400,ydd,ydd,0,0,MD,MD,
ydl,Yiddish (Lodz),Yiddish (Lodz),Eurasia,Eurasia,51.75,51.75,19.41666667,19.41666667,east2295,east2295,ydd,Indo-European,Indo-European,,,Germanic,Germanic,cff4400,ydd,ydd,0,0,PL,PL,
ylt,Yiddish (Lithuanian),Yiddish (Lithuanian),Eurasia,Eurasia,55,55,25,25,east2295,east2295,ydd,Indo-European,Indo-European,,,Germanic,Germanic,cff4400,ydd,ydd,0,0,LT,LT,
ydd,Yiddish,Yiddish,Eurasia,Eurasia,52,52,23,23,yidd1255,yidd1255,,Indo-European,Indo-European,,,Germanic,Germanic,cff4400,ydd yih,ydd,0,0,UA BY DE LT PL,UA BY DE LT PL,Katz-1987
yim,Yimas,Yimas,Papunesia,Papunesia,-4.666666667,-4.666666667,143.55,143.55,yima1243,yima1243,yee,Lower Sepik-Ramu,Lower Sepik-Ramu,,,Lower Sepik,Lower Sepik,sdd0000,yee,yee,0,1,PG,PG,Foley-1991
tok,Tarok,Tarok,Africa,Africa,9,9,10.08333333,10.08333333,taro1263,taro1263,yer,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Platoid,Benue-Congo Plateau,dff4400,yer,yer,0,0,NG,NG,Robinson-1976
yey,Yeyi,Yeyi,Africa,Africa,-20,-20,23.5,23.5,yeyi1239,yeyi1239,yey,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,yey,yey,0,0,NA BW,NA BW,Gowlett-1997 Lukusa-2002
hua,Hua,Hua,Papunesia,Papunesia,-6.333333333,-6.333333333,145.3333333,145.3333333,yaga1260,huaa1250,ygr,Trans-New Guinea,Trans-New Guinea,,Kainantu-Goroka,Eastern Highlands,Siane-Yagaria,c990099,ygr,ygr,0,0,PG,PG,Haiman-1980 Nichols-1992 Stolz-1996
ygr,Yagaria,Yagaria,Papunesia,Papunesia,-6.333333333,-6.333333333,145.4166667,145.4166667,yaga1260,yaga1260,ygr,Trans-New Guinea,Trans-New Guinea,,Kainantu-Goroka,Eastern Highlands,Siane-Yagaria,c990099,ygr,ygr,0,0,PG,PG,Bybee-et-al-1994 Haiman-1980 Renck-1967 Renck-1975 Renck-1977
yng,Yingkarta,Yingkarta,Australia,Australia,-25.16666667,-25.16666667,114.8333333,114.8333333,ying1247,ying1247,yia,Pama-Nyungan,Pama-Nyungan,,,Western Pama-Nyungan,Western Pama-Nyungan,t99ffff,yia,yia,0,0,AU,AU,Dench-1998
yid,Yidiny,Yidiny,Australia,Australia,-17,-17,145.75,145.75,yidi1250,yidi1250,yii,Pama-Nyungan,Pama-Nyungan,,,Northern Pama-Nyungan,Northern Pama-Nyungan,taa0000,yii,yii,0,1,AU,AU,Dixon-1977a Dixon-1977b Dixon-1991a Nash-1979
yin,Yindjibarndi,Yindjibarndi,Australia,Australia,-21.75,-21.75,117.9166667,117.9166667,yind1247,yind1247,yij,Pama-Nyungan,Pama-Nyungan,,,Western Pama-Nyungan,Western Pama-Nyungan,t99ffff,yij,yij,0,0,AU,AU,Fabricius-1998 Kager-1992 Mushin-1995 Wordick-1982
ykn,Yakan,Yakan,Papunesia,Papunesia,6.5,6.5,122,122,yaka1277,yaka1277,yka,Austronesian,Austronesian,,,Sama-Bajaw,Sama-Bajaw,taa0000,yka,yka,0,0,PH,PH,
ytu,Yukaghir (Tundra),Yukaghir (Tundra),Eurasia,Eurasia,69,69,155,155,nort2745,nort2745,ykg,Yukaghir,Yukaghir,,,Yukaghir,Yukaghir,tff6600,ykg,ykg,0,0,RU,RU,Krejnovich-1958 Krejnovich-1968c Maslova-2003b
ykm,Yakoma,Yakoma,Africa,Africa,4.416666667,4.416666667,18.41666667,18.41666667,yako1252,yako1252,yky,Niger-Congo,Niger-Congo,Adamawa-Ubangi,Adamawa-Ubangi,Ubangi,Ubangi,dffff00,yky,yky,0,0,CF,CF,Boyeldieu-1995
yel,Yelî Dnye,Yelî Dnye,Papunesia,Papunesia,-11.36666667,-11.36666667,154.1666667,154.1666667,yele1255,yele1255,yle,Yele,Yele,,,Yele,Yele,tcccccc,yle,yle,0,0,PG,PG,Henderson-1975 Henderson-1995
yli,Yali,Yali,Papunesia,Papunesia,-4,-4,139.3333333,139.3333333,angg1239,angg1239,yli,Trans-New Guinea,Trans-New Guinea,,,Dani,Dani,c99ffff,yli,yli,0,0,ID,ID,Fahner-1979
yil,Yil,Yil,Papunesia,Papunesia,-3.533333333,-3.533333333,142.15,142.15,yill1241,yill1241,yll,Torricelli,Torricelli,,,Wapei-Palei,East Wapei,c009900,yll,yll,0,0,PG,PG,Martens-and-Tuominen-1977
ylr,Yalarnnga,Yalarnnga,Australia,Australia,-22,-22,140,140,yala1262,yala1262,ylr,Pama-Nyungan,Pama-Nyungan,,,Northern Pama-Nyungan,Northern Pama-Nyungan,taa0000,ylr,ylr,0,0,AU,AU,
nyl,Nyelâyu,Nyelâyu,Papunesia,Papunesia,-20.33333333,-20.33333333,164.3333333,164.3333333,nyal1254,nyal1254,yly,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,yly,yly,0,0,NC,NC,Ozanne-Rivierre-1998
inn,Innamincka,Innamincka,Australia,Australia,-27.75,-27.75,140.75,140.75,yand1253,yand1253,ynd,Pama-Nyungan,Pama-Nyungan,,,Central Pama-Nyungan,Central Pama-Nyungan,tcccccc,ynd,ynd,0,0,AU,AU,Breen-2004
yna,Yupik (Naukan),Yupik (Naukan),Eurasia,Eurasia,66,66,-172,-172,nauk1242,nauk1242,ynk,Eskimo-Aleut,Eskimo-Aleut,,,Eskimo,Eskimo,t990099,ynk,ynk,0,0,RU,RU,Menovshchikov-1975
yan,Yana,Yana,North America,North America,40.5,40.5,-122,-122,yana1271,yana1271,ynn,Hokan,Hokan,,,Yana,Yana,c990099,ynn,ynn,0,0,US,US,Sapir-1922a Sapir-and-Swadesh-1960
yns,Yansi,Yansi,Africa,Africa,-3.833333333,-3.833333333,18,18,yans1239,yans1239,yns,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,yns,yns,0,0,CD,CD,Mayanga-1985
