ID,NameOLD,NameNEW,MacroareaOLD,MacroareaNEW,LatitudeOLD,LatitudeNEW,LongitudeOLD,LongitudeNEW,GlottocodeOLD,GlottocodeNEW,ISO639P3code,FamilyOLD,FamilyNEW,SubfamilyOLD,SubfamilyNEW,GenusOLD,GenusNEW,GenusIcon,ISO_codesOLD,ISO_codesNEW,Samples_100,Samples_200,Country_IDOLD,Country_IDNEW,Source
hmr,Hamer,Hamer,Africa,Africa,5,5,36.5,36.5,hame1242,hame1242,amf,Afro-Asiatic,Afro-Asiatic,Omotic,Omotic,South Omotic,South Omotic,ccccccc,amf,amf,0,0,ET,ET,Lydall-1976
amh,Amharic,Amharic,Africa,Africa,10,10,38,38,amha1245,amha1245,amh,Afro-Asiatic,Afro-Asiatic,,,Semitic,Semitic,cdd0000,amh,amh,0,0,ET,ET,Bentolila-and-Shimelis-1998 Cohen-1936 Cotterell-1964 Cowley-et-al-1976 Dahl-1985 Devens-2001a Dillmann-and-Bezold-1907 Hartmann-1980 Hayward-and-Hayward-1999 Hudson-1997 Leslau-1966 Leslau-1968a Leslau-1976 Leslau-1995 Leslau-1997b Malherbe-and-Rosenberg-1996 Nichols-1992 Titov-1991
ami,Amis,Amis,Papunesia,Papunesia,23.33333333,23.33333333,121.3333333,121.3333333,amis1246,amis1246,ami,Austronesian,Austronesian,,,East Formosan,East Formosan,fdd0000,ami,ami,0,0,TW,TW,Wu-2006
amq,Ambai,Ambai,Papunesia,Papunesia,-1.833333333,-1.833333333,136.5,136.5,amba1265,amba1265,amk,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,South Halmahera - West New Guinea,South Halmahera - West New Guinea,tff4400,amk,amk,0,0,ID,ID,Silzer-1983
amm,Ama,Ama,Papunesia,Papunesia,-4.216666667,-4.216666667,141.6166667,141.6166667,amap1240,amap1240,amm,Left May,Left May,,,Left May,Left May,saa0000,amm,amm,0,0,PG,PG,
amn,Amanab,Amanab,Papunesia,Papunesia,-3.583333333,-3.583333333,141.25,141.25,aman1265,aman1265,amn,Border,Border,,,Border,Border,daa0000,amn,amn,0,0,PG,PG,Minch-1992
amo,Amo,Amo,Africa,Africa,10.33333333,10.33333333,8.666666667,8.666666667,amoo1242,amoo1242,amo,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Kainji,Central Kainji,dffcc00,amo,amo,0,0,NG,NG,Anderson-1980 Di-Luzio-1972
ala,Alamblak,Alamblak,Papunesia,Papunesia,-4.666666667,-4.666666667,143.3333333,143.3333333,alam1246,alam1246,amp,Sepik,Sepik,,,Sepik Hill,Sepik Hill,dff66ff,amp,amp,1,1,PG,PG,Bruce-1984 Nichols-1992
amk,Amarakaeri,Amarakaeri,South America,South America,-12.5,-12.5,-70.5,-70.5,amar1274,amar1274,amr,Harakmbet,Harakmbet,,,Harakmbet,Harakmbet,tffff00,amr,amr,0,0,PE,PE,Derbyshire-and-Payne-1990 Helberg-Chavez-1984 Wise-1978
amz,Amuzgo,Amuzgo,North America,North America,16.83333333,16.83333333,-98,-98,guer1243,guer1243,amu,Oto-Manguean,Oto-Manguean,,,Amuzgoan,Amuzgoan,tffcc00,amu,amu,0,0,MX,MX,Bauernschmidt-1965 Longacre-1966
emm,Emmi,Emmi,Australia,Australia,-13.5,-13.5,130,130,amii1238,amii1238,amy,Western Daly,Western Daly,,,Wagaydy,Wagaydy,fffffcc,amy,amy,0,0,AU,AU,Ford-1998
anc,Angas,Angas,Africa,Africa,9.5,9.5,9.5,9.5,ngas1240,ngas1240,anc,Afro-Asiatic,Afro-Asiatic,Chadic,Chadic,West Chadic,West Chadic,c9999ff,anc,anc,0,0,NG,NG,Burquest-1971 Burquest-1973 Burquest-1986
xar,Xârâcùù,Xârâcùù,Papunesia,Papunesia,-21.66666667,-21.66666667,166,166,xara1244,xara1244,ane,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,ane,ane,0,0,NC,NC,Grace-1975
nnd,Nend,Nend,Papunesia,Papunesia,-5,-5,144.9166667,144.9166667,nend1239,nend1239,anh,Trans-New Guinea,Trans-New Guinea,,Madang,Madang,Sogeram,cff6600,anh,anh,0,0,PG,PG,Harris-1990
anx,Andi,Andi,Eurasia,Eurasia,42.75,42.75,46.25,46.25,andi1255,andi1255,ani,Nakh-Daghestanian,Nakh-Daghestanian,Daghestanian,Daghestanian,Avar-Andic-Tsezic,Avar-Andic-Tsezic,cffcc00,ani,ani,0,0,RU,RU,Cercvadze-1967
goe,Goemai,Goemai,Africa,Africa,8.666666667,8.666666667,9.75,9.75,goem1240,goem1240,ank,Afro-Asiatic,Afro-Asiatic,Chadic,Chadic,West Chadic,West Chadic,c9999ff,ank,ank,0,0,NG,NG,Hellwig-2003
obo,Obolo,Obolo,Africa,Africa,4.583333333,4.583333333,7.833333333,7.833333333,obol1243,obol1243,ann,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Cross River,Lower Cross,f66ff33,ann,ann,0,0,NG,NG,Faraclas-1984
adk,Andoke,Andoke,South America,South America,-0.666666667,-0.666666667,-72,-72,ando1256,ando1256,ano,,,,,,,d990099,ano,ano,0,0,CO,CO,Aikhenvald-and-Dixon-1999 Landaburu-1979
jrw,Jarawa (in Andamans),Jarawa (in Andamans),Eurasia,Eurasia,12,12,92.58333333,92.58333333,jara1245,jara1245,anq,South Andamanese,South Andamanese,,,South Andamanese,South Andamanese,saa0000,anq,anq,0,0,IN,IN,Kumar-2003
any,Anywa,Anywa,Africa,Africa,8,8,33.5,33.5,anua1242,anua1242,anu,Eastern Sudanic,Eastern Sudanic,,Nilotic,Nilotic,Western Nilotic,sffcc00,anu,anu,0,0,ET SS,ET SS,Lusted-1976 Reh-1996
ayi,Anyi,Anyi,Africa,Africa,7,7,-3.5,-3.5,anyi1245,anyi1245,any,Niger-Congo,Niger-Congo,,Kwa,Kwa,Tano,d009900,any,any,0,0,CI,CI,Retord-1981
ane,Anêm,Anêm,Papunesia,Papunesia,-5.583333333,-5.583333333,149.0833333,149.0833333,anem1249,anem1249,anz,,,,,,,d9999ff,anz,anz,0,0,PG,PG,Thurston-1982
ago,Angolar,Angolar,Africa,Africa,0.25,0.25,6.5,6.5,ango1258,ango1258,aoa,other,other,,,Creoles and Pidgins,Creoles and Pidgins,taa0000,aoa,aoa,0,0,ST,ST,Lorenzino-1998 Maurer-1995
pem,Pemon,Pemon,South America,South America,5.333333333,5.333333333,-62,-62,pemo1248,pemo1248,aoc,Cariban,Cariban,,,Cariban,Cariban,dffffff,aoc,aoc,0,0,GY VR,GY VR,de-Armellada-1944
ann,Anindilyakwa,Anindilyakwa,Australia,Australia,-14,-14,136.5,136.5,anin1240,anin1240,aoi,Gunwinyguan,Gunwinyguan,Gunwinyguan,,Anindilyakwa,Anindilyakwa,f99ffff,aoi,aoi,0,0,AU,AU,Groote-Eylandt-Linguistics-1993 Leeding-1989
aoj,Mufian,Mufian,Papunesia,Papunesia,-3.5,-3.5,143,143,mufi1238,mufi1238,aoj,Torricelli,Torricelli,,,Kombio-Arapesh,Kombio-Arapesh,c0000dd,aoj,aoj,0,0,PG,PG,Alungum-et-al-1978 Wilson-2008
omi,Ömie,Ömie,Papunesia,Papunesia,-9.05,-9.05,148.0833333,148.0833333,omie1241,omie1241,aom,Trans-New Guinea,Trans-New Guinea,,,Koiarian,Koiarian,cffcc00,aom,aom,0,0,PG,PG,Austing-and-Upia-1975
tse,Timorese,Timorese,Papunesia,Papunesia,-9.666666667,-9.666666667,124.5,124.5,uabm1237,uabm1237,aoz,Austronesian,Austronesian,,,Central Malayo-Polynesian,Central Malayo-Polynesian,t99ffff,aoz,aoz,0,0,ID,ID,Middelkoop-1950
saa,Sa'a,Sa'a,Papunesia,Papunesia,-9.616666667,-9.616666667,161.45,161.45,saaa1240,saaa1240,apb,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,apb,apb,0,0,SB,SB,Ivens-1918
abe,Arabic (Beirut),Arabic (Beirut),Eurasia,Eurasia,33.91666667,33.91666667,35.5,35.5,nort3139,nort3139,apc,Afro-Asiatic,Afro-Asiatic,,,Semitic,Semitic,cdd0000,apc,apc,0,0,LB,LB,Abdul-Karim-1979
anl,Arabic (North Levantine Spoken),Arabic (North Levantine Spoken),Eurasia,Eurasia,33.75,33.75,36,36,nort3139,nort3139,apc,Afro-Asiatic,Afro-Asiatic,,,Semitic,Semitic,cdd0000,apc,apc,0,0,LB,LB,Mitchell-and-Al-Hassan-1994
arl,Arabic (Lebanese),Arabic (Lebanese),Eurasia,Eurasia,34,34,36,36,nort3139,nort3139,apc,Afro-Asiatic,Afro-Asiatic,,,Semitic,Semitic,cdd0000,apc,apc,0,0,LB,LB,Kenstowicz-and-Abdul-Karim-1980 McCarus-1992
asy,Arabic (Syrian),Arabic (Syrian),Eurasia,Eurasia,34,34,38,38,nort3139,nort3139,apc,Afro-Asiatic,Afro-Asiatic,,,Semitic,Semitic,cdd0000,apc,apc,0,0,SY,SY,Cowell-1964 McCarthy-1980
arp,Arapesh (Mountain),Arapesh (Mountain),Papunesia,Papunesia,-3.466666667,-3.466666667,143.1666667,143.1666667,buki1249,buki1249,ape,Torricelli,Torricelli,,,Kombio-Arapesh,Kombio-Arapesh,c0000dd,ape,ape,1,1,PG,PG,Aronoff-1994 Conrad-and-Wogiga-1991 Dobrin-1998 Fortune-1940 Fortune-1942 Fraser-and-Corbett-1997 Gerstner-1963
ath,Athpare,Athpare,Eurasia,Eurasia,27,27,87.33333333,87.33333333,athp1241,athp1241,aph,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Tibeto-Burman,Mahakiranti,Himalayish,c0000dd,aph,aph,0,0,NP,NP,Ebert-1997b Noonan-2003c
apj,Apache (Jicarilla),Apache (Jicarilla),North America,North America,36.58333333,36.58333333,-104,-104,jica1244,jica1244,apj,Na-Dene,Na-Dene,,,Athapaskan,Athapaskan,c99ffff,apj,apj,0,0,US,US,Jung-2002 Mersol-1977
apc,Apache (Chiricahua),Apache (Chiricahua),North America,North America,33.25,33.25,-108,-108,mesc1238,mesc1238,apm,Na-Dene,Na-Dene,,,Athapaskan,Athapaskan,c99ffff,apm,apm,0,0,US,US,Breuninger-et-al-1982 Hoijer-1946a
api,Apinayé,Apinayé,South America,South America,-5.5,-5.5,-48,-48,apin1244,apin1244,apn,Macro-Ge,Macro-Ge,,Je,Ge-Kaingang,Je Setentrional,sffffff,apn,apn,0,0,BR,BR,Burgess-and-Ham-1968 Callow-1962 Ham-et-al-1979 Martius-1863
apk,A-Pucikwar,A-Pucikwar,Eurasia,Eurasia,12.16666667,12.16666667,92.83333333,92.83333333,apuc1241,apuc1241,apq,Great Andamanese,Great Andamanese,,,Great Andamanese,Great Andamanese,tdd0000,apq,apq,0,0,IN,IN,Portman-1887b
gan,Great Andamanese,Great Andamanese,Eurasia,Eurasia,12,12,92.66666667,92.66666667,apuc1241,apuc1241,apq,,,,,,,tdd0000,apq,apq,0,0,IN,IN,Basu-1955 Man-1885 Radcliffe-Brown-1948 Yadav-nd
alk,Arop-Lokep,Arop-Lokep,Papunesia,Papunesia,-5.383333333,-5.383333333,147.05,147.05,arop1243,arop1243,apr,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,apr,apr,0,0,PG,PG,DJernes-2002
apt,Apatani,Apatani,Eurasia,Eurasia,27.5,27.5,93.75,93.75,apat1240,apat1240,apt,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Tibeto-Burman,Tani,Tani,faa0000,apt,apt,0,0,IN,IN,Abraham-1985
apu,Apurinã,Apurinã,South America,South America,-9,-9,-67,-67,apur1254,apur1254,apu,Arawakan,Arawakan,,,Purus,Purus,c990099,apu,apu,1,1,BR,BR,Derbyshire-and-Payne-1990 Facundes-2000 Pickering-1977 Polak-1894
apw,Apache (Western),Apache (Western),North America,North America,33.75,33.75,-110,-110,west2615,west2615,apw,Na-Dene,Na-Dene,,,Athapaskan,Athapaskan,c99ffff,apw,apw,0,0,US,US,Edgerton-1963 Perry-et-al-nd
apl,Apalaí,Apalaí,South America,South America,0,0,-54,-54,apal1257,apal1257,apy,Cariban,Cariban,,,Cariban,Cariban,dffffff,apy,apy,0,0,BR,BR,Koehn-and-Koehn-1986
ape,Ampeeli,Ampeeli,Papunesia,Papunesia,-6.75,-6.75,146.0833333,146.0833333,safe1240,safe1240,apz,Trans-New Guinea,Trans-New Guinea,,,Angan,Nuclear Angan,d99ffff,apz,apz,0,0,PG,PG,
arc,Archi,Archi,Eurasia,Eurasia,42,42,46.83333333,46.83333333,arch1244,arch1244,aqc,Nakh-Daghestanian,Nakh-Daghestanian,Daghestanian,Daghestanian,Lezgic,Lezgic,cff6600,aqc,aqc,0,0,RU,RU,Corbett-1991 Kibrik-1975 Kibrik-1994a Kibrik-et-al-1977 Kodzasov-1977 Kodzasov-1999a
atk,Atakapa,Atakapa,North America,North America,30,30,-93.5,-93.5,atak1252,atak1252,aqp,,,,,,,ddd0000,aqp,aqp,0,0,US,US,Gatschet-and-Swanton-1932 Nichols-1992 Swanton-1929
ams,Arabic (Modern Standard),Arabic (Modern Standard),Eurasia,Eurasia,25,25,42,42,stan1318,stan1318,arb,Afro-Asiatic,Afro-Asiatic,,,Semitic,Semitic,cdd0000,arb,arb,0,0,KW SO SY OM QA EG TN MA LY KM JO LB ER YE SA IQ PS DZ AE BH SD IL,KW SO SY OM QA EG TN MA LY KM JO LB ER YE SA IQ PS DZ AE BH SD IL,Cowan-1958 Haywood-and-Nahmad-1965 Nasr-1967
abn,Arabana,Arabana,Australia,Australia,-28.25,-28.25,136.25,136.25,arab1267,arab1267,ard,Pama-Nyungan,Pama-Nyungan,,,Central Pama-Nyungan,Central Pama-Nyungan,tcccccc,ard,ard,0,0,AU,AU,Hercus-1994
awe,Arrernte (Western),Arrernte (Western),Australia,Australia,-24,-24,132.5,132.5,west2441,west2441,are,Pama-Nyungan,Pama-Nyungan,,,Central Pama-Nyungan,Central Pama-Nyungan,tcccccc,are,are,0,0,AU,AU,Strehlow-1942 Strehlow-1944
ika,Ika,Ika,South America,South America,10.66666667,10.66666667,-73.75,-73.75,arhu1242,arhu1242,arh,Chibchan,Chibchan,,,Arhuacic,Arhuacic,fff4400,arh,arh,0,1,CO,CO,Frank-1985 Frank-1990 Huber-and-Reed-1992 Tracy-and-Tracy-1973
akr,Arikara,Arikara,North America,North America,45.5,45.5,-100.5,-100.5,arik1262,arik1262,ari,Caddoan,Caddoan,,,Caddoan,Northern Caddoan,dff66ff,ari,ari,0,0,US,US,Merlan-1975 Parks-1986
arb,Arabela,Arabela,South America,South America,-2,-2,-75.16666667,-75.16666667,arab1268,arab1268,arl,Zaparoan,Zaparoan,,,Zaparoan,Zaparoan,tffffcc,arl,arl,0,0,PE,PE,Derbyshire-and-Payne-1990 Rich-1963 Rich-1999 Wise-1999
map,Mapudungun,Mapudungun,South America,South America,-38,-38,-72,-72,mapu1245,mapu1245,arn,Araucanian,Araucanian,,,Araucanian,Araucanian,daa0000,arn,arn,1,1,CL,CL,Augusta-1903 Calendino-1987 De-Augusta-1903 Echeverria-and-Contreras-1965 Nichols-1992 Salas-1984 Salas-1991 Salas-1992 Smeets-1989 Suarez-1959 Zuniga-2000 de-Moesbach-1962
ana,Araona,Araona,South America,South America,-12.33333333,-12.33333333,-67.75,-67.75,arao1248,arao1248,aro,Tacanan,Pano-Tacanan,,,Tacanan,Tacanan,sff6600,aro,aro,0,1,BO,BO,Gonzalez-1997 Pitman-1980 de-Pitman-1981
aho,Arapaho,Arapaho,North America,North America,40,40,-103,-103,arap1274,arap1274,arp,Algic,Algic,,,Algonquian,Algonquian,cffffff,arp,arp,0,0,US,US,Salzmann-1956 Salzmann-1967
kaa,Karó (Arára),Karó (Arára),South America,South America,-10.33333333,-10.33333333,-62,-62,karo1305,karo1305,arr,Tupian,Tupian,,,Ramarama,Ramarama,dffcc00,arr,arr,0,0,BR,BR,Gabas-1999
abo,Arbore,Arbore,Africa,Africa,5,5,36.75,36.75,arbo1245,arbo1245,arv,Afro-Asiatic,Afro-Asiatic,Cushitic,Cushitic,Lowland East Cushitic,Lowland East Cushitic,cff6600,arv,arv,0,0,ET,ET,Hayward-1984
ara,Arawak,Lokono,South America,South America,5.5,5.5,-55.16666667,-55.16666667,araw1276,araw1276,arw,Arawakan,Arawakan,,,Caribbean Arawakan,Antillean Arawakan,cffcc00,arw,arw,0,0,SR,SR,Bennett-1989 Pet-1979 Pet-1987 Taylor-1969a
amr,Arabic (Moroccan),Arabic (Moroccan),Africa,Africa,34,34,-6,-6,moro1292,moro1292,ary,Afro-Asiatic,Afro-Asiatic,,,Semitic,Semitic,cdd0000,ary,ary,0,0,MA,MA,Abdel-Massih-1973 Caubet-1993 Harrell-1962 Harrell-and-Sobelman-1966 Harrell-et-al-1965 Heath-1997 Maas-1999 Marcais-1977
aeg,Arabic (Egyptian),Arabic (Egyptian),Africa,Africa,30,30,31,31,egyp1253,egyp1253,arz,Afro-Asiatic,Afro-Asiatic,,,Semitic,Semitic,cdd0000,arz,arz,1,1,EG,EG,Abdel-Massih-et-al-1979 Brustad-2000 Eisele-1999 Gary-and-Gamal-Eldin-1982 Kennedy-1960 Malherbe-and-Rosenberg-1996 McCarthy-1979a McCarthy-1979b Mitchell-1956 Mitchell-1962 Mitchell-and-Al-Hassan-1994 Moravcsik-1978 Tomiche-1964 Wise-1975
pre,Pare,Pare,Africa,Africa,-4,-4,36.5,36.5,asut1235,asut1235,asa,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,asa,asa,0,0,TZ,TZ,Kagaya-1989 Kotz-1964
asl,American Sign Language,American Sign Language,North America,North America,39,39,-78,-78,amer1248,amer1248,ase,other,other,,,Sign Languages,Sign Languages,t99ffff,ase,ase,0,0,CA US,CA US,Baker-Shenk-and-Cokely-1996 Deuchar-1987 Fischer-2003
aus,Auslan,Auslan,Australia,Australia,-30,-30,145,145,aust1271,aust1271,asf,other,other,,,Sign Languages,Sign Languages,t99ffff,asf,asf,0,0,AU,AU,
ass,Assamese,Assamese,Eurasia,Eurasia,26,26,93,93,assa1263,assa1263,asm,Indo-European,Indo-European,,,Indic,Indic,cff6600,asm,asm,0,0,IN,IN,Goswami-1970 Goswami-and-Tamuli-2003 Malherbe-and-Rosenberg-1996
ast,Asturian,Asturian,Eurasia,Eurasia,43.25,43.25,-6,-6,astu1245,astu1245,ast,Indo-European,Indo-European,,,Romance,Romance,cffcc00,ast,ast,0,0,ES,ES,
asu,Asuriní,Asuriní,South America,South America,-3.5,-3.5,-49.5,-49.5,toca1235,toca1235,asu,Tupian,Tupian,,,Tupi-Guaraní,Maweti-Guarani,dffff00,asu,asu,0,0,BR,BR,Harrison-1970
ati,Atikamekw,Atikamekw,North America,North America,48,48,-74,-74,atik1240,atik1240,atj,Algic,Algic,,,Algonquian,Algonquian,cffffff,atj,atj,0,0,CA,CA,Beland-1978
atb,Aralle-Tabulahan,Aralle-Tabulahan,Papunesia,Papunesia,-2.75,-2.75,119.25,119.25,aral1243,aral1243,atq,Austronesian,Austronesian,,,South Sulawesi,South Sulawesi,dff4400,atq,atq,0,0,ID,ID,McKenzie-1991
ats,Atsugewi,Atsugewi,North America,North America,40.75,40.75,-121,-121,atsu1245,atsu1245,atw,Hokan,Hokan,,Palaihnihan,Palaihnihan,Atsugewi,c009900,atw,atw,0,0,US,US,Olmsted-1958 Olmsted-1984 Walters-1977
anj,Anejom,Anejom,Papunesia,Papunesia,-20.2,-20.2,169.8,169.8,anei1239,anei1239,aty,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,aty,aty,0,0,VU,VU,Lynch-1982a Lynch-2000
wao,Waorani,Waorani,South America,South America,-1,-1,-76.5,-76.5,waor1240,waor1240,auc,,,,,,,s99ffff,auc,auc,0,0,EC,EC,Derbyshire-and-Payne-1990 Nichols-1992 Peeke-1973 Peeke-1979 Peeke-1994 Pike-1964 Pike-and-Saint-1989 Saint-and-Pike-1962 Wilkendorf-1988
aul,Aulua,Aulua,Papunesia,Papunesia,-16.33333333,-16.33333333,167.6666667,167.6666667,aulu1238,aulu1238,aul,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,aul,aul,0,0,VU,VU,
one,One,One,Papunesia,Papunesia,-3.25,-3.25,141.9166667,141.9166667,molm1235,molm1235,aun,Torricelli,Torricelli,,,West Wapei,West Wapei,c000000,aun,aun,0,0,PG,PG,
awy,Awyi,Awyi,Papunesia,Papunesia,-2.916666667,-2.916666667,140.5833333,140.5833333,awyi1241,awyi1241,auw,Border,Border,,,Border,Border,daa0000,auw,auw,0,0,ID,ID,Voorhoeve-1971
auy,Auyana,Auyana,Papunesia,Papunesia,-6.5,-6.5,145.75,145.75,awiy1238,awiy1238,auy,Trans-New Guinea,Trans-New Guinea,,Kainantu-Goroka,Eastern Highlands,Gauwa,c990099,auy,auy,0,0,PG,PG,McKaughan-and-Marks-1973
ava,Avar,Avar,Eurasia,Eurasia,42.5,42.5,46.5,46.5,avar1256,avar1256,ava,Nakh-Daghestanian,Nakh-Daghestanian,Daghestanian,Daghestanian,Avar-Andic-Tsezic,Avar-Andic-Tsezic,cffcc00,ava,ava,0,0,AZ RU,AZ RU,Bokarev-1949a Bokarev-1949b Charachidze-1981 Kalinina-1993 Kazenin-1993 Kodzasov-1999a Madieva-1967 Madieva-1980 Zhirkov-1936 von-Erckert-1895
avk,Avikam,Avikam,Africa,Africa,5.166666667,5.166666667,-5.5,-5.5,avik1243,avik1243,avi,Niger-Congo,Niger-Congo,,Kwa,Kwa,Avikam-Alladian,d009900,avi,avi,0,0,CI,CI,Schang-1995
avt,Avatime,Avatime,Africa,Africa,6.833333333,6.833333333,0.416666667,0.416666667,avat1244,avat1244,avn,Niger-Congo,Niger-Congo,,Kwa,Kwa,Ka-Togo,d009900,avn,avn,0,0,GH,GH,Schuh-1995
au,Au,Au,Papunesia,Papunesia,-3.583333333,-3.583333333,142.0833333,142.0833333,auuu1241,auuu1241,avt,Torricelli,Torricelli,,,Wapei-Palei,Central Wapei,c009900,avt,avt,0,0,PG,PG,Scorza-1985
avo,Avokaya,Avokaya,Africa,Africa,4.666666667,4.666666667,30,30,avok1242,avok1242,avu,Central Sudanic,Central Sudanic,,,Moru-Ma'di,Moru-Ma'di,fffff00,avu,avu,0,0,CD SS,CD SS,Kilpatrick-1981 Kilpatrick-1984
awd,Awadhi,Awadhi,Eurasia,Eurasia,27.5,27.5,81.5,81.5,awad1243,awad1243,awa,Indo-European,Indo-European,,,Indic,Indic,cff6600,awa,awa,0,0,IN NP,IN NP,Saksena-1971
awa,Awa,Awa,Papunesia,Papunesia,-6.666666667,-6.666666667,145.75,145.75,awap1236,awap1236,awb,Trans-New Guinea,Trans-New Guinea,,Kainantu-Goroka,Eastern Highlands,Gauwa,c990099,awb,awb,0,0,PG,PG,Loving-1973 Loving-and-Loving-1973 Loving-and-Loving-1975 Loving-and-McKaughan-1973 McKaughan-1973 McKaughan-and-Loving-1973
agt,Anguthimri,Anguthimri,Australia,Australia,-12.33333333,-12.33333333,141.8333333,141.8333333,leni1238,angu1242,lnj,Pama-Nyungan,Pama-Nyungan,,,Northern Pama-Nyungan,Northern Pama-Nyungan,taa0000,lnj,awg,0,0,AU,AU,Crowley-1981
awi,Aekyom,Aekyom,Papunesia,Papunesia,-5.75,-5.75,141.4166667,141.4166667,aeky1238,aeky1238,awi,Awin-Pare,Kamula-Elevala,,,Awin-Pare,Elevala,cffffcc,awi,awi,0,0,PG,PG,Horowitz-2008 Voorhoeve-1975
awn,Awngi,Awngi,Africa,Africa,10.83333333,10.83333333,36.66666667,36.66666667,awng1244,awng1244,awn,Afro-Asiatic,Afro-Asiatic,Cushitic,Cushitic,Central Cushitic,Central Cushitic,c99ffff,awn,awn,0,0,ET,ET,Bybee-et-al-1994 Hetzron-1969 Hetzron-1976 Hetzron-1997
abi,Abipón,Abipón,South America,South America,-29,-29,-61,-61,abip1241,abip1241,axb,Guaicuruan,Guaicuruan,,,South Guaicuruan,Abipon,tff6600,axb,axb,0,1,AR,AR,Bybee-et-al-1994 Dobrizhoffer-1902 Najlis-1966
aka,Aka,Aka,Africa,Africa,2.666666667,2.666666667,16.25,16.25,yaka1272,yaka1272,axk,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,axk,axk,0,0,CF CG,CF CG,Cloarec-Heiss-and-Thomas-1978
ael,Arabic (Eastern Libyan),Arabic (Eastern Libyan),Africa,Africa,32,32,22,22,liby1240,liby1240,ayl,Afro-Asiatic,Afro-Asiatic,,,Semitic,Semitic,cdd0000,ayl,ayl,0,0,LY,LY,Owens-1984
ars,Arabic (San'ani),Arabic (San'ani),Eurasia,Eurasia,16,16,44,44,sana1295,sana1295,ayn,Afro-Asiatic,Afro-Asiatic,,,Semitic,Semitic,cdd0000,ayn,ayn,0,0,YE,YE,Watson-1993
ayr,Ayoreo,Ayoreo,South America,South America,-20.25,-20.25,-59.25,-59.25,ayor1240,ayor1240,ayo,Zamucoan,Zamucoan,,,Zamucoan,Zamucoan,tffff00,ayo,ayo,0,0,PY,PY,Adelaar-2004 Susnik-1963
aym,Aymara (Central),Aymara (Central),South America,South America,-17,-17,-69,-69,cent2142,cent2142,ayc,Aymaran,Aymaran,,,Aymaran,Aymaran,cffffff,ayc,ayr,0,1,CL BO PE,CL BO PE,De-Torres-Rubio-1966 Deza-Galindo-1992 Ebbing-1965 Grondin-1973 Hardman-1986 Hardman-2001 Hardman-de-Bautista-1974 Hardman-de-Bautista-et-al-1988 Martin-1969 Wexler-1967 de-Lucca-1983
may,Maybrat,Maybrat,Papunesia,Papunesia,-1.333333333,-1.333333333,132.5,132.5,maib1239,maib1239,ayz,West Papuan,West Papuan,,,North-Central Bird's Head,North-Central Bird's Head,sffffff,ayz,ayz,1,1,ID,ID,Brown-1990 Dol-1999 Reesink-1996
azi,Azari (Iranian),Azari (Iranian),Eurasia,Eurasia,37.5,37.5,47,47,sout2697,sout2697,azb,Altaic,Altaic,,,Turkic,Turkic,d0000dd,azb,azb,0,0,IR IQ,IR IQ,Dehghani-2000
aze,Azerbaijani,Azerbaijani,Eurasia,Eurasia,40.5,40.5,48.5,48.5,,mode1262,,Altaic,Altaic,,,Turkic,Turkic,d0000dd,azb azj,azb azj,0,0,AZ IR,AZ IR,Achundova-1971 Agazade-1967 Dahl-1985 Gadzhieva-1966 Householder-and-Lofti-1965 Malherbe-and-Rosenberg-1996 Schonig-1998c Shiraliev-1997
nsz,Nahuatl (Sierra de Zacapoaxtla),Nahuatl (Sierra de Zacapoaxtla),North America,North America,19.58333333,19.58333333,-97.33333333,-97.33333333,high1278,high1278,azz,Uto-Aztecan,Uto-Aztecan,,,Aztecan,Aztecan,fffffff,azz,azz,0,0,MX,MX,Key-and-Key-1953a Robinson-1966 Yasugi-1995
sis,Sisiqa,Sisiqa,Papunesia,Papunesia,-7,-7,156.8333333,156.8333333,baba1268,baba1268,baa,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,baa,baa,0,0,SB,SB,Ross-2002l
bae,Baré,Baré,South America,South America,1,1,-67,-67,bare1276,bare1276,bae,Arawakan,Arawakan,,,Inland Northern Arawakan,Japura-Colombia,cdd0000,bae,bae,0,0,BR VR,BR VR,Aikhenvald-1996 Aikhenvald-1999 Aikhenvald-2007b Chaffanjon-1889
