language_id,altname_name,altname_type,relation
wps,Wapishana,ruhlen,
bit,Biatah,ruhlen,
chg,Chang,ruhlen,
trw,Torwali,ruhlen,
hun,Hungarian,ruhlen,
mse,Munsee,ruhlen,
kus,Kusunda,ruhlen,
rao,Rao,ruhlen,
sdh,Sindhi,ruhlen,
tar,Tariano,ruhlen,
bbm,Pitu Ulunna Salo,ruhlen,
lns,Lamnso,ruhlen,
brh,Brahui,ruhlen,
krm,Karaim,ruhlen,
kaq,Kaurna,ruhlen,
dca,Dumagat (Casiguran),ruhlen,
ras,Tegali,ruhlen,
ori,Tegali,ruhlen,
lga,Luangiua,ruhlen,
tkm,Turkmen,ruhlen,
mdb,Mudburra,ruhlen,
wrw,Warwa,ruhlen,
trt,Ternate,ruhlen,
dha,Dasenech,ruhlen,
miz,Mizo,ruhlen,
kyk,Enga,ruhlen,
ena,Enga,ruhlen,
abm,Alabama,ruhlen,
cct,Choctaw,ruhlen,
cmh,Chemehuevi,ruhlen,
kot,Kota,ruhlen,
bdg,Badaga,ruhlen,
brn,Burunge,ruhlen,
klv,Kilivila,ruhlen,
irr,Irahutu,ruhlen,
mmv,Mamvu,ruhlen,
mrq,Marquesan,ruhlen,
tgh,Ghadames,ruhlen,
aht,Ahtna,ruhlen,
kkb,Konkomba,ruhlen,
dio,Diola,ruhlen,
mwn,Miwok (Northern Sierra),ruhlen,
ruk,Rukai,ruhlen,
ark,Araki,ruhlen,
ktl,Katla,ruhlen,
tup,Tupi,ruhlen,
yap,Yapese,ruhlen,
ono,Ono,ruhlen,
sta,Santa,ruhlen,
cso,Chatino,ruhlen,
cya,Chatino,ruhlen,
ctt,Chatino,ruhlen,
cht,Chatino,ruhlen,
map,Mapudungu,ruhlen,
mab,Mabang,ruhlen,
grj,Guarijío,ruhlen,
cup,Cupeño,ruhlen,
boi,Boiken,ruhlen,
yrr,Yaruro,ruhlen,
nah,Nahali,ruhlen,
kmu,Khmu',ruhlen,
lot,Lotha,ruhlen,
prs,Persian,ruhlen,
maz,Mazahua,ruhlen,
dyu,Dyula,ruhlen,
pad,Mori,ruhlen,
iau,Turu,ruhlen,
kby,Kabre,ruhlen,
mau,Maung,ruhlen,
ik,Ik,ruhlen,
rus,Russian,ruhlen,
wnb,Winnebago,ruhlen,
swa,Swahili,ruhlen,
mop,Mopan,ruhlen,
tht,Tehit,ruhlen,
tah,Tahitian,ruhlen,
nor,Norwegian,ruhlen,
ksr,Kisar,ruhlen,
bsm,Bislama,ruhlen,
hin,Hindi,ruhlen,
bkr,Karo Batak,ruhlen,
thk,Thakali,ruhlen,
tnd,Tindi,ruhlen,
snc,Seneca,ruhlen,
bch,Shawiya,ruhlen,
ngu,Efate (North),ruhlen,
maw,Maninka,ruhlen,
mnk,Maninka,ruhlen,
wrn,Warndarang,ruhlen,
cro,Crow,ruhlen,
ble,Baule,ruhlen,
aga,Gadsup,ruhlen,
gds,Gadsup,ruhlen,
rsh,Shughni,ruhlen,
baf,Bafut,ruhlen,
kiq,Kalmyk,ruhlen,
kmk,Kalmyk,ruhlen,
mnc,Manchu,ruhlen,
beg,Ida'an,ruhlen,
hya,Haya,ruhlen,
sko,Sko,ruhlen,
kwb,Kwerba,ruhlen,
mal,Malagassy,ruhlen,
res,Resigaro,ruhlen,
khi,Xinalug,ruhlen,
ldn,Ladin,ruhlen,
laz,Laz,ruhlen,
bae,Bare,ruhlen,
plr,Falor,ruhlen,
ttn,Tetun,ruhlen,
acl,Acholi,ruhlen,
lho,Central Tibetan,ruhlen,
skk,Central Tibetan,ruhlen,
nnd,Angaua,ruhlen,
asu,Asurini,ruhlen,
akw,Akawaio,ruhlen,
klm,Klamath,ruhlen,
mir,Miriwung,ruhlen,
tns,Tanna (Southwest),ruhlen,
wer,Weri,ruhlen,
kam,Sumbanese (East),ruhlen,
mom,Mombum,ruhlen,
prc,Paressi,ruhlen,
all,Nara,ruhlen,
yaz,Yazgulami,ruhlen,
ccm,Chinantec,ruhlen,
cle,Chinantec,ruhlen,
cpl,Chinantec,ruhlen,
chq,Chinantec,ruhlen,
csc,Chinantec,ruhlen,
cte,Chinantec,ruhlen,
csf,Chinantec,ruhlen,
ndt,Ndut,ruhlen,
bus,Busa,ruhlen,
mpa,Murrinh-Patha,ruhlen,
awk,Pnogu,ruhlen,
kae,Tate,ruhlen,
kgi,Konyagi,ruhlen,
wra,Warao,ruhlen,
kti,Northern Kati,ruhlen,
apw,Apache (Western),ruhlen,
bas,Basaa,ruhlen,
jak,Jacaltec,ruhlen,
aym,Aymara,ruhlen,
bvi,Vitu,ruhlen,
hup,Hupa,ruhlen,
twa,Twana,ruhlen,
wap,Wappo,ruhlen,
taf,Saposa,ruhlen,
sin,Siona,ruhlen,
ong,Onge,ruhlen,
gmw,Gumasi,ruhlen,
nmb,Nambikuara (Southern),ruhlen,
eny,Enya,ruhlen,
cjo,Chichimeca,ruhlen,
krq,Kerek,ruhlen,
miy,Miya,ruhlen,
ish,Ishkashmi,ruhlen,
mas,Masa,ruhlen,
tuv,Tuva,ruhlen,
knw,Maidu (Northwest),ruhlen,
tho,Thompson,ruhlen,
svs,Savsavo,ruhlen,
omi,Ömie,ruhlen,
fye,Fyam,ruhlen,
try,Tiruray,ruhlen,
bsh,Bushong,ruhlen,
baa,Barai,ruhlen,
kmb,Wanggom,ruhlen,
bez,Bezhta,ruhlen,
phl,Phlon,ruhlen,
sur,Sursurunga,ruhlen,
orl,Orokolo,ruhlen,
jia,Gyarung,ruhlen,
rsu,Romansch,ruhlen,
rsm,Romansch,ruhlen,
rsc,Romansch,ruhlen,
rmc,Romansch,ruhlen,
juh,Qxû,ruhlen,
xun,Qxû,ruhlen,
ngd,Ngada,ruhlen,
tpt,Tapiete,ruhlen,
sge,Songye,ruhlen,
lkk,Lakkia,ruhlen,
kjn,Oykangand,ruhlen,
fas,Fasu,ruhlen,
bor,Bora,ruhlen,
cmr,Maram,ruhlen,
naj,Aramaic,ruhlen,
naa,Aramaic,ruhlen,
nap,Aramaic,ruhlen,
amn,Amanab,ruhlen,
dma,Duma,ruhlen,
mem,Manem,ruhlen,
blz,Balant,ruhlen,
brm,Burmese,ruhlen,
tec,Teco,ruhlen,
lou,Lou,ruhlen,
bse,Tamazight,ruhlen,
bma,Tamazight,ruhlen,
yct,Yucatec,ruhlen,
mti,Motilon,ruhlen,
coe,Coeur d'Alene,ruhlen,
tep,Tepehua,ruhlen,
kkp,Karakalpak,ruhlen,
dni,Dani (Grand Valley),ruhlen,
gyb,Guayabero,ruhlen,
oss,Ossetic,ruhlen,
bga,Benga,ruhlen,
bia,Bira,ruhlen,
tmr,Temiar,ruhlen,
frd,Kei,ruhlen,
kei,Kei,ruhlen,
kyp,Cayapo,ruhlen,
khu,Khumi,ruhlen,
tbr,Tabaru,ruhlen,
bto,Toba Batak,ruhlen,
mdr,Madurese,ruhlen,
tga,Tangga,ruhlen,
ktc,Katcha,ruhlen,
ywr,Yawuru,ruhlen,
frw,Frisian,ruhlen,
fno,Frisian,ruhlen,
fea,Frisian,ruhlen,
fri,Frisian,ruhlen,
bmr,Burum,ruhlen,
cap,Capanahua,ruhlen,
yag,Yagua,ruhlen,
tmm,Malo,ruhlen,
gdk,Gadaba,ruhlen,
squ,Squamish,ruhlen,
kbw,Bwe,ruhlen,
kay,Gayardilt,ruhlen,
cic,Nyanja,ruhlen,
wmu,Wik-Mungkan,ruhlen,
taj,Tajiki,ruhlen,
ksm,Kasem,ruhlen,
xoo,N/amani,ruhlen,
her,Herero,ruhlen,
mke,Mekeo,ruhlen,
suk,Suki,ruhlen,
zqs,Popoluca (Sierra),ruhlen,
yil,Yil,ruhlen,
chk,Chukchi,ruhlen,
fiw,Fijian,ruhlen,
fij,Fijian,ruhlen,
dyi,Dyirbal,ruhlen,
bii,Biri,ruhlen,
cme,Cham (East),ruhlen,
jom,Jomang,ruhlen,
bal,Bali,ruhlen,
knk,Kanakuru,ruhlen,
bam,Bambara,ruhlen,
mds,Malay,ruhlen,
ktp,Malay,ruhlen,
myk,Malay,ruhlen,
kuy,Malay,ruhlen,
mly,Malay,ruhlen,
nnn,Nuni,ruhlen,
sod,Soddo,ruhlen,
ixi,Ixil,ruhlen,
mdz,Mada,ruhlen,
hav,Havasupai,ruhlen,
tik,Tikar,ruhlen,
sun,Sundanese,ruhlen,
lml,Limilngan,ruhlen,
yel,Yele,ruhlen,
kwn,Kwangali,ruhlen,
nge,Mundum,ruhlen,
mbu,Manambu,ruhlen,
thw,Thao,ruhlen,
kwr,Kwamera,ruhlen,
rmb,Rembarrnga,ruhlen,
mri,Moraori,ruhlen,
bdc,Dutch Creole,ruhlen,
cnt,Cantonese,ruhlen,
aji,Ajie,ruhlen,
pag,Pagu,ruhlen,
khw,Khowar,ruhlen,
mnt,Mentawai,ruhlen,
nde,Nande,ruhlen,
mos,Chimane,ruhlen,
kpe,Kpelle,ruhlen,
ore,Orejon,ruhlen,
iso,Isoko,ruhlen,
muo,Muòng,ruhlen,
src,Sarcee,ruhlen,
ndy,Djuka,ruhlen,
kaz,Kazakh,ruhlen,
tow,Tusya,ruhlen,
tou,Tusya,ruhlen,
hay,Vayu,ruhlen,
ron,Ron (Chadic),ruhlen,
rnd,Rundi,ruhlen,
mlt,Maltese,ruhlen,
dua,Duala,ruhlen,
cad,Caddo,ruhlen,
xam,/Xam,ruhlen,
izi,Izi,ruhlen,
sir,Siar,ruhlen,
noo,Non,ruhlen,
blr,Byelorussian,ruhlen,
bnw,Baniva,ruhlen,
wak,Wakhi,ruhlen,
beo,Beothuk,ruhlen,
gur,Gurung,ruhlen,
als,Alsea,ruhlen,
yrc,Yuracare,ruhlen,
nkk,Nakkara,ruhlen,
osa,Osage,ruhlen,
amr,Arabic (Western),ruhlen,
atu,Arabic (Western),ruhlen,
ael,Arabic (Western),ruhlen,
abb,Arabic (Western),ruhlen,
arn,Arabic (Western),ruhlen,
pak,Pakanha,ruhlen,
scs,Saami (Southern),ruhlen,
gdr,Gidar,ruhlen,
chv,Chuvash,ruhlen,
mby,Mbai,ruhlen,
gbk,Gbaya,ruhlen,
gbb,Gbaya,ruhlen,
mdo,Gbaya,ruhlen,
neg,Negidal,ruhlen,
duk,Duka,ruhlen,
tgw,Tarangan,ruhlen,
bco,Bella Coola,ruhlen,
ban,Bana,ruhlen,
bka,Baka,ruhlen,
bak,Baka,ruhlen,
sol,Solon,ruhlen,
tub,Tubar,ruhlen,
kwz,Koaia,ruhlen,
kek,Kekchi,ruhlen,
zhn,Zhuang,ruhlen,
tnc,Tanacross,ruhlen,
dag,Daga,ruhlen,
adi,Adyukru,ruhlen,
fon,Fon,ruhlen,
bua,Burarra,ruhlen,
aul,Aulua,ruhlen,
rot,Rotuman,ruhlen,
tmu,(Tati),ruhlen,
bsr,Basari,ruhlen,
mwp,Miwok (Plains),ruhlen,
tbb,Tübatulabal,ruhlen,
yba,Yamba,ruhlen,
mno,Mono,ruhlen,
moa,Mono,ruhlen,
plh,Paulohi,ruhlen,
slr,Salar,ruhlen,
yid,Yidiny,ruhlen,
knu,Konua,ruhlen,
shi,Ninam,ruhlen,
ctl,Catalan,ruhlen,
gna,Guana,ruhlen,
siu,Siuslaw,ruhlen,
aml,Aoban (Northeast),ruhlen,
mut,Mutsun,ruhlen,
lis,Lisu,ruhlen,
mcg,Macaguan,ruhlen,
mdl,Madngele,ruhlen,
coi,Chorti,ruhlen,
cku,Chinook (Upper),ruhlen,
bin,Binandere,ruhlen,
har,Waibuk,ruhlen,
udh,Udihe,ruhlen,
car,Galibi,ruhlen,
ren,Rendille,ruhlen,
cln,Cholona,ruhlen,
ewa,Ewe,ruhlen,
ewe,Ewe,ruhlen,
acn,Achang,ruhlen,
bgl,Buglere,ruhlen,
ayo,Ayoman,ruhlen,
yms,Janjero,ruhlen,
kss,Kisi,ruhlen,
kis,Kisi,ruhlen,
itz,Itza,ruhlen,
han,Hani,ruhlen,
zha,Zhang-zhung,ruhlen,
mak,Makah,ruhlen,
hok,Min (Southern),ruhlen,
chz,Min (Southern),ruhlen,
tuy,Tuyuca,ruhlen,
gaa,Gagudju,ruhlen,
mmw,Mambwe,ruhlen,
biq,Bilaan (Cotabato),ruhlen,
ald,Aladian,ruhlen,
tki,Ki,ruhlen,
kut,Kutenai,ruhlen,
tor,Ratahan,ruhlen,
bnr,Ngarinman,ruhlen,
ngy,Ngarinman,ruhlen,
toy,Tasmanian,ruhlen,
tsm,Tasmanian,ruhlen,
meh,South Arabian,ruhlen,
hrs,South Arabian,ruhlen,
bth,South Arabian,ruhlen,
jib,South Arabian,ruhlen,
soq,South Arabian,ruhlen,
lgi,Langi,ruhlen,
may,Brat,ruhlen,
kmj,Karamojong,ruhlen,
biu,Bisu,ruhlen,
zap,Zapotec,ruhlen,
zsq,Zapotec,ruhlen,
zai,Zapotec,ruhlen,
zya,Zapotec,ruhlen,
zaq,Zapotec,ruhlen,
zzo,Zapotec,ruhlen,
zaj,Zapotec,ruhlen,
zam,Zapotec,ruhlen,
zpi,Zapotec,ruhlen,
zte,Zapotec,ruhlen,
muh,Muher,ruhlen,
pra,Wasi-weri,ruhlen,
tet,Tetela,ruhlen,
day,Day,ruhlen,
bmb,Moba,ruhlen,
pal,Palauan,ruhlen,
urn,Urarina,ruhlen,
rum,Kairi,ruhlen,
kkv,Kove,ruhlen,
ksp,Kim,ruhlen,
irq,Iraqw,ruhlen,
trr,Tairora,ruhlen,
toz,Tonga,ruhlen,
mrt,Martuyhunira,ruhlen,
nob,Mahas,ruhlen,
qui,Quileute,ruhlen,
twn,Taos,ruhlen,
izh,Ingrian,ruhlen,
diz,Dizi,ruhlen,
kob,Kobon,ruhlen,
kaj,Kaure,ruhlen,
tmo,Tibetan (Central),ruhlen,
tod,Tibetan (Central),ruhlen,
tis,Tibetan (Central),ruhlen,
tib,Tibetan (Central),ruhlen,
oir,Oirat,ruhlen,
tna,Turkana,ruhlen,
yaq,Yaqui,ruhlen,
stl,Santali,ruhlen,
giz,Gisiga,ruhlen,
nar,Nera,ruhlen,
nza,Nzakara,ruhlen,
crt,Chorote,ruhlen,
kpn,Kapingamarangi,ruhlen,
hma,Hmar,ruhlen,
mrd,Marind,ruhlen,
yor,Yoruba,ruhlen,
sar,Kapriman,ruhlen,
guq,Guaque,ruhlen,
bee,Bembe (CK if same Bembe),ruhlen,
avo,Avukaya,ruhlen,
kdw,Kadiweu,ruhlen,
urh,Urhobo,ruhlen,
ork,Orok,ruhlen,
nia,Nias,ruhlen,
swv,Swedish,ruhlen,
swe,Swedish,ruhlen,
tnj,Tanaina,ruhlen,
orc,Oroch,ruhlen,
bla,Blackfoot,ruhlen,
nel,Kumak,ruhlen,
kem,Kemant,ruhlen,
kms,Kamas,ruhlen,
tuc,Tucano,ruhlen,
sgl,Sengele,ruhlen,
tas,Shilha,ruhlen,
eip,Eipo,ruhlen,
cpn,Chepang,ruhlen,
dhw,Dharawal,ruhlen,
bzi,Bauzi,ruhlen,
vag,Vagala,ruhlen,
ocu,Ocuiltec,ruhlen,
bag,Bagirmi,ruhlen,
idn,Iduna,ruhlen,
psm,Passamaquoddy,ruhlen,
heh,Hehe,ruhlen,
plk,Palicur,ruhlen,
api,Apinaye,ruhlen,
ria,Riantana,ruhlen,
klk,Ko,ruhlen,
kxo,Xû,ruhlen,
pso,Pomo (Southeastern),ruhlen,
lel,Lele,ruhlen,
lgt,Logo,ruhlen,
dri,Farsi,ruhlen,
prs,Farsi,ruhlen,
bkd,Binukid,ruhlen,
acm,Achumawi,ruhlen,
abz,Abaza,ruhlen,
cbo,Chacobo,ruhlen,
any,Anuak,ruhlen,
ata,Atayal,ruhlen,
akl,Aklanon,ruhlen,
rtk,Rotokas,ruhlen,
kje,Coreguaje,ruhlen,
kak,Kamano,ruhlen,
tgo,Tsogo,ruhlen,
mwb,Western Bukidnon,ruhlen,
mga,Mondunga,ruhlen,
tsr,Taushiro,ruhlen,
lda,Luganda,ruhlen,
pow,Powhatan,ruhlen,
kaw,Kaiwa,ruhlen,
mnv,Kukuya,ruhlen,
nkr,Nukuoro,ruhlen,
pre,Zigula,ruhlen,
che,Cherokee,ruhlen,
msk,Ngile,ruhlen,
isi,Saberi,ruhlen,
pdp,Podopa,ruhlen,
kou,Kom,ruhlen,
wrs,Waris,ruhlen,
nak,Bileki,ruhlen,
coo,Coos,ruhlen,
kal,Bashkarik,ruhlen,
jpn,Japanese,ruhlen,
lep,Lepcha,ruhlen,
drg,Dargwa,ruhlen,
ayr,Ayoreo,ruhlen,
ror,Roro,ruhlen,
tir,Trio,ruhlen,
tzs,Tzotzil,ruhlen,
tzz,Tzotzil,ruhlen,
tzo,Tzotzil,ruhlen,
grt,Gorontalo,ruhlen,
tha,Thai,ruhlen,
onn,Onondaga,ruhlen,
goo,Guniyan,ruhlen,
esm,Esmeralda,ruhlen,
cnm,Canamari,ruhlen,
kkw,Karankawa,ruhlen,
dbw,Dan,ruhlen,
dan,Dan,ruhlen,
aco,Keres (Western),ruhlen,
hln,Halang,ruhlen,
mki,Mikasuki,ruhlen,
mtt,Massachusett,ruhlen,
jad,Tibetan,ruhlen,
wtm,Watam,ruhlen,
pir,Piro,ruhlen,
swi,Sawai,ruhlen,
nue,Nuer,ruhlen,
pna,Pamona,ruhlen,
bno,Barasano (Northern),ruhlen,
wnt,Wantoat,ruhlen,
bho,Bhojpuri,ruhlen,
akk,Aka-Kede,ruhlen,
mic,Micmac,ruhlen,
atm,Kunza,ruhlen,
ngl,Ngalakan,ruhlen,
wob,Wobe,ruhlen,
lmh,Lamaholot,ruhlen,
brr,Bororo,ruhlen,
krc,Karachay,ruhlen,
mid,Meidob,ruhlen,
els,Morwap,ruhlen,
amq,Ambai,ruhlen,
mud,Lower Mundani,ruhlen,
nga,Nganasan,ruhlen,
ycn,Yucuna,ruhlen,
ter,Tera,ruhlen,
nbr,Guaymi,ruhlen,
lob,Lobi,ruhlen,
way,Oyampi,ruhlen,
ora,Emai,ruhlen,
olm,Kapuas,ruhlen,
kry,Koryak,ruhlen,
klb,Kilba,ruhlen,
dgi,Dogri,ruhlen,
cre,Cree,ruhlen,
cea,Cree,ruhlen,
mgh,Magahi,ruhlen,
tgp,Tanglapui,ruhlen,
kel,Gele,ruhlen,
agu,Aguacatec,ruhlen,
bur,Burushaski,ruhlen,
oks,Oksapmin,ruhlen,
tum,Tumleo,ruhlen,
ina,Inanwatan,ruhlen,
yny,Yanyuwa,ruhlen,
sgr,Sangir,ruhlen,
gku,Puelche,ruhlen,
nma,Mao,ruhlen,
rga,Ronga,ruhlen,
lye,Lyele,ruhlen,
pme,Pomo (Eastern),ruhlen,
cut,Cuitlatec,ruhlen,
tap,Gapun,ruhlen,
bob,Bobangi,ruhlen,
nad,Nadëb,ruhlen,
hid,Hidatsa,ruhlen,
tzu,Tzutujil,ruhlen,
yin,Yindjibarndi,ruhlen,
cly,Chulym,ruhlen,
pem,Pemon,ruhlen,
yan,Yana,ruhlen,
juk,Jukun,ruhlen,
kbu,Kanembu,ruhlen,
anx,Andi,ruhlen,
acu,Achuar,ruhlen,
uku,Upper Kuskokwim,ruhlen,
wic,Wichita,ruhlen,
nav,Navajo,ruhlen,
knm,Kunama,ruhlen,
nkt,Nyah Kur,ruhlen,
sed,Sedang,ruhlen,
shl,Shilluk,ruhlen,
krl,Karelian,ruhlen,
tse,Timorese,ruhlen,
jcr,Western Caribbian Creole,ruhlen,
tau,Tauya,ruhlen,
nyl,Yalayu,ruhlen,
shh,Sharanahua,ruhlen,
kbo,Kambot,ruhlen,
cri,Crimean Turkish,ruhlen,
myi,Mangarayi,ruhlen,
fio,Kongo,ruhlen,
kon,Kongo,ruhlen,
gap,Gapapaiwa,ruhlen,
gnb,Warlang,ruhlen,
obk,Baburiwa,ruhlen,
wgl,Kalasha-Ala,ruhlen,
dul,Trung,ruhlen,
ibi,Ibibio,ruhlen,
sud,Tagula,ruhlen,
kau,Pasismanua,ruhlen,
hum,Murui,ruhlen,
bsi,Siwa,ruhlen,
hhu,Kwasengen,ruhlen,
mua,Makua,ruhlen,
xar,Xaracuu,ruhlen,
lau,Lau,ruhlen,
mkg,Mandinka,ruhlen,
mdk,Mandinka,ruhlen,
buj,Ngumba,ruhlen,
crp,Carapana,ruhlen,
tes,Teso,ruhlen,
aci,Achi,ruhlen,
bsq,Basque,ruhlen,
bqb,Basque,ruhlen,
bqg,Basque,ruhlen,
bqh,Basque,ruhlen,
bql,Basque,ruhlen,
bqn,Basque,ruhlen,
bqo,Basque,ruhlen,
bqr,Basque,ruhlen,
bqs,Basque,ruhlen,
bso,Basque,ruhlen,
bqz,Basque,ruhlen,
bqi,Basque,ruhlen,
mgn,Magindanao,ruhlen,
akc,Aka-Cari,ruhlen,
gcy,Greek,ruhlen,
grk,Greek,ruhlen,
wed,Wedau,ruhlen,
mer,Meriam,ruhlen,
des,Desano,ruhlen,
mok,Mokilese,ruhlen,
png,Pangwa,ruhlen,
ldo,Lundu,ruhlen,
est,Estonian,ruhlen,
kre,Kresh,ruhlen,
abi,Abipon,ruhlen,
kte,Kete,ruhlen,
akr,Arikara,ruhlen,
pan,Punjabi,ruhlen,
jem,Towa,ruhlen,
mtl,Mattole,ruhlen,
lai,Haka,ruhlen,
ttu,Bats,ruhlen,
mhk,Mehek,ruhlen,
dts,Dogon,ruhlen,
dds,Dogon,ruhlen,
koo,Kola,ruhlen,
dja,Dyaabugay,ruhlen,
taw,Kehelala,ruhlen,
mrw,Muruwari,ruhlen,
agt,Awngthim,ruhlen,
ven,Venda,ruhlen,
kai,Kaian,ruhlen,
gol,Gola,ruhlen,
tni,Rangloi,ruhlen,
lmb,Lamba,ruhlen,
tiw,Tiwi,ruhlen,
akh,Akha,ruhlen,
cah,Cahuilla,ruhlen,
ken,Kenga,ruhlen,
dga,Dagara,ruhlen,
lu,Lü,ruhlen,
grr,Garawa,ruhlen,
kyq,Nootka,ruhlen,
nuu,Nootka,ruhlen,
srm,Saramaccan,ruhlen,
oma,Omagua,ruhlen,
bnk,Bankon,ruhlen,
wlm,Walmajarri,ruhlen,
ber,Berta,ruhlen,
blt,Tibetan (Western),ruhlen,
prk,Tibetan (Western),ruhlen,
gdi,Godie,ruhlen,
dun,Duna,ruhlen,
mmp,Mampelle,ruhlen,
qim,Quechua,ruhlen,
qhu,Quechua,ruhlen,
qec,Quechua,ruhlen,
ret,Tanimuca,ruhlen,
agl,Agul,ruhlen,
bgo,Bongo,ruhlen,
kga,Kinga,ruhlen,
alu,Alyutor,ruhlen,
dgx,Ingalik,ruhlen,
otr,Utoro,ruhlen,
lnw,Lonwolwol,ruhlen,
nkb,Ngalkbon,ruhlen,
dug,Gawwada,ruhlen,
jmo,Morokodo,ruhlen,
pog,Pogoro,ruhlen,
olo,Olo,ruhlen,
wrk,Guarequena,ruhlen,
kun,Cuna,ruhlen,
stn,Sotho (Northern),ruhlen,
bnd,Bandi,ruhlen,
knr,Kanuri,ruhlen,
ila,Ila,ruhlen,
gar,Garo,ruhlen,
kse,Songhai,ruhlen,
kch,Songhai,ruhlen,
toq,To'abaita,ruhlen,
mrg,Margi,ruhlen,
mda,Mada (Chadic),ruhlen,
yir,Yir Yiront,ruhlen,
zun,Zuni,ruhlen,
lez,Lezgi,ruhlen,
dgb,Dagbani,ruhlen,
qaf,Afar,ruhlen,
auy,Auyana,ruhlen,
usr,Auyana,ruhlen,
nax,Naxi,ruhlen,
alb,Albanian,ruhlen,
dim,Dime,ruhlen,
cmc,Comecrudo,ruhlen,
url,Urak Lawoi',ruhlen,
mco,Mixe,ruhlen,
mth,Mixe,ruhlen,
mtp,Mixe,ruhlen,
dhi,Maldivian,ruhlen,
paw,Pawaian,ruhlen,
sal,Salinan,ruhlen,
mkn,Mankan,ruhlen,
krf,Korafe,ruhlen,
nis,Nishi,ruhlen,
mle,Male (Omotic),ruhlen,
kpm,Kapampangan,ruhlen,
grs,Garus,ruhlen,
adn,Adynyamathanha,ruhlen,
kzh,Kam,ruhlen,
don,Kam,ruhlen,
mwe,Mwera,ruhlen,
kho,Nama,ruhlen,
bkt,Shina,ruhlen,
sav,Shina,ruhlen,
sna,Shina,ruhlen,
sht,Shatt,ruhlen,
mng,Manggarai,ruhlen,
crh,Chru,ruhlen,
yta,Nogai,ruhlen,
tlb,Nogai,ruhlen,
nok,Nogai,ruhlen,
nog,Nogai,ruhlen,
jah,Jehai,ruhlen,
rwe,Romany,ruhlen,
rka,Romany,ruhlen,
rav,Romany,ruhlen,
rnr,Romany,ruhlen,
rbu,Romany,ruhlen,
rlo,Romany,ruhlen,
rbg,Romany,ruhlen,
rse,Romany,ruhlen,
nnk,Nankina,ruhlen,
cas,Cashibo,ruhlen,
lur,Luri,ruhlen,
kgu,Kalkatungu,ruhlen,
uyg,Uighur,ruhlen,
mit,Mituku,ruhlen,
hwc,Hawaiian Creole,ruhlen,
gro,Kweni,ruhlen,
maa,Maasai,ruhlen,
nro,Naron,ruhlen,
ktz,Kati,ruhlen,
crk,Muskogee,ruhlen,
khg,Khaling,ruhlen,
mta,Bukar Sadong,ruhlen,
anc,Angas,ruhlen,
eya,Eyak,ruhlen,
rru,Nyoro,ruhlen,
iwa,Iwaidja,ruhlen,
hrr,Harari,ruhlen,
yes,Mayo,ruhlen,
tab,Makian (East),ruhlen,
mgl,Mingrelian,ruhlen,
pkm,Pocomchi,ruhlen,
slp,Selepet,ruhlen,
ddf,Nyala,ruhlen,
trd,Sa'dan,ruhlen,
kil,Luba-Shaba,ruhlen,
gll,Galela,ruhlen,
cze,Czech,ruhlen,
pot,Potawatomi,ruhlen,
wya,Huron,ruhlen,
psh,Pashto,ruhlen,
mcn,Macuna,ruhlen,
kuv,Kuvi,ruhlen,
raw,Rawang,ruhlen,
ngb,Ngbaka,ruhlen,
ttb,Tatar,ruhlen,
tmi,Tatar,ruhlen,
tvo,Tatar,ruhlen,
lao,Lao,ruhlen,
ute,Paiute (Southern),ruhlen,
put,Paiute (Southern),ruhlen,
lma,Loma,ruhlen,
trg,Tewa (Tanoan),ruhlen,
tsj,Tewa (Tanoan),ruhlen,
tew,Tewa (Tanoan),ruhlen,
vat,Dida,ruhlen,
def,Defaka,ruhlen,
mcv,Mocovi,ruhlen,
sel,Selknam,ruhlen,
pam,Pame,ruhlen,
kjr,Koyra,ruhlen,
ssa,Isala,ruhlen,
lch,Lati,ruhlen,
ton,Tonkawa,ruhlen,
skw,Marwari,ruhlen,
srd,Sardinian,ruhlen,
koh,Kohumono,ruhlen,
wbn,Wambon,ruhlen,
bgs,Baga Sitemu,ruhlen,
diy,Diyari,ruhlen,
vai,Vai,ruhlen,
seb,Sapiny,ruhlen,
mku,Maranungku,ruhlen,
rov,Roviana,ruhlen,
nez,Nez Perce,ruhlen,
gog,Gogodala,ruhlen,
dad,Dadibi,ruhlen,
ful,Fulnio,ruhlen,
hoa,Hoava,ruhlen,
khs,Khasi,ruhlen,
kfy,Kirghiz,ruhlen,
kgz,Kirghiz,ruhlen,
ckh,Maring (Trans New Guinea),ruhlen,
kie,Giri,ruhlen,
ccp,Cocopa,ruhlen,
nju,Njungar,ruhlen,
awd,Awadhi,ruhlen,
kef,Kafa,ruhlen,
kow,Winye,ruhlen,
omh,Omaha,ruhlen,
mto,Malto,ruhlen,
tob,Toba,ruhlen,
shr,Shor,ruhlen,
krz,Kryts,ruhlen,
bol,Ntomba,ruhlen,
nto,Ntomba,ruhlen,
jaq,Jaqaru,ruhlen,
shn,Shona,ruhlen,
oro,Orokaiva,ruhlen,
abn,Arabana,ruhlen,
kas,Kashmiri,ruhlen,
lok,Loko,ruhlen,
mug,Mugil,ruhlen,
dhu,Dhurga,ruhlen,
edo,Beami,ruhlen,
tll,Taulil,ruhlen,
koe,Kwegu,ruhlen,
rik,Rikbaktsa,ruhlen,
