chapter_id,reference_id
101,Trail-1970
101,Brown-2001
101,Macaulay-1996
101,Chomsky-1981
101,Van-Valin-and-LaPolla-1997
102,Spagnolo-1933
102,Davies-1981b
102,Jones-1986a
102,Das-Gupta-1971
102,Ezard-1997
102,Osumi-1995
102,Willett-1991
102,Sohn-1975
102,Lynch-1982a
102,MacKay-1999
102,Abbott-1991
102,Kibrik-1972
102,Nikolaeva-1999
103,Senft-1986
103,Tryon-1994
103,Laidig-1993
103,Roberts-1987
103,Noonan-1992
103,Caughley-1982
103,Carlin-1993
103,Jones-and-Jones-1991
103,Zipf-1935
103,Haiman-1985
103,Croft-1990
103,Koch-1995
103,Benveniste-1971
103,Ariel-2000
103,Siewierska-2004
104,Harrison-1986
104,Ashton-1947
104,Leslau-1995
104,Wash-2001
104,Strom-1992
104,van-Eijk-1997
104,MacDonald-1990
104,Kroeber-1986
104,Frank-1990
104,Foley-1991
104,Hardman-2000
104,Bybee-1985
104,Bybee-et-al-1990
104,Bittner-and-Hale-1996
104,Bybee-et-al-1991
105,Reh-1985
105,Dench-1991
105,Topping-1973
105,Frajzyngier-1989
105,Hewitt-1979
105,Bossong-1985
105,Bossong-1998
105,Comrie-1989
105,Olawsky-1999
105,Dryer-1983
105,Sedlak-1975
105,Primus-1998
105,Valenzuela-2002
105,Onishi-2000
105,Huang-and-Ahrens-1999
105,Reichle-1981
106,Matthews-and-Yip-1994
106,Cole-1982
106,Roberts-1987
106,Marchese-1986a
106,Fortescue-2007
106,Donaldson-1980
106,Everett-and-Kern-1997
106,Geniusiene-2007
106,Dahl-1990
106,Haspelmath-2001
106,Geniusiene-1987
106,Kemmer-1993
106,Heine-1999
106,Lichtenberk-1985
106,Lichtenberk-2000a
106,Kemmer-1996
106,Maslova-1999
106,Everaert-1999
107,Ashton-1947
107,Sridhar-1990
107,Ambrazas-et-al-1997
107,Feldman-1986
107,Hoskison-1983
107,Crowley-1982
107,Olson-1992
107,Cooreman-1987
107,Givon-1994
107,Wolfart-1973
107,Valkama-2000
107,Siewierska-1984
107,Hopper-and-Thompson-1980
108,Silverstein-1972
108,Kozinsky-et-al-1988
108,England-1983b
108,England-1988
108,Silverstein-1976
108,Dixon-1979
108,Spencer-1991
108,Heath-1976
108,Postal-1977
108,Davies-1984
108,Givon-1984
108,Lidz-1996
108,Gibson-1980
108,Chung-1998
108,Watkins-1984
108,Gerdts-and-Hukari-2005
108,Tsunoda-1981
108,Hopper-and-Thompson-1980
108,Van-Valin-1991
108,Dowty-1991
108,Levin-1993
108,Tchekhoff-1987
108,Cooreman-1994
108,Dixon-1994
108,van-den-Berg-2001
108,Keen-1983
108,Kibrik-1981
108,Kalmar-1979
108,Seiler-1978
108,Bittner-1987
108,Kibrik-et-al-1977
108,Austin-1981
108,Smith-Stark-1978
108,Polinsky-and-Nedjalkov-1987
108,Gerdts-1988a
108,Comrie-1978
108,Cooreman-1988
108,Polinsky-1994
108,Tsunoda-1988
109,Donohue-1999a
109,Polinsky-1995
109,Austin-1997
109,Tsunoda-1998
109,Peterson-1999
109,Alsina-1996
109,Alsina-and-Mchombo-1993
109,Baker-1998
109,Gerdts-1988a
109,Machobane-1989
109,Gary-and-Keenan-1977
109,Seiter-1980
109,Woolford-1993
109,Baker-1988
109,Baker-1985
109,Alsina-1999
109,Gerdts-1993
109,Kimenyi-1988
109,Polinsky-and-Kozinsky-1992
110,Comrie-1989
110,Song-2001
110,Kimenyi-1980
110,Song-1996
110,Davies-1981b
110,Roberts-1987
110,Vitale-1981
110,Saltarelli-et-al-1988
110,Joseph-and-Philippaki-Warburton-1987
110,Nedjalkov-and-Silnitsky-1973
110,Comrie-1976b
110,Dixon-2000
111,Comrie-1989
111,Song-2001
111,Lichtenberk-1983
111,Besnier-2000
111,Song-1996
111,Dixon-2000
111,Comrie-1976b
111,Solnit-1997
111,Asher-1985
111,Davies-1981b
111,Nedjalkov-and-Silnitsky-1973
112,Maslova-2003a
112,Meyer-Bahlburg-1972
112,Sulkala-and-Karjalainen-1992
112,Innes-1966
112,Bauer-1993
112,Dixon-1988
112,Grinevald-1988
112,Meier-et-al-1975
112,Tucker-and-Bryan-1966
112,Frajzyngier-1993
112,Petterson-1999
112,Elbert-1974
112,Newman-2000
113,Bowden-2001
113,Cornyn-1944
113,Haspelmath-1993
113,Capell-and-Hinch-1970
113,Schmid-1980
113,DAns-1968
113,Givon-1978
113,Givon-2001
113,Miestamo-2003
113,Miestamo-2000
114,Miestamo-2003
114,Derbyshire-1979
114,Hartzler-1994
114,Cole-1985
114,Bright-1957
114,Heath-1999a
114,Jung-1989
114,Contini-Morava-1989
114,Koshal-1979
114,Schmid-1980
114,Saltarelli-et-al-1988
114,Harrison-et-al-1981
114,Kuipers-1967
114,Williamson-1965
114,Heath-1980b
115,Bril-1999
115,Hewitt-1995
115,Ikoro-1996
115,Bernini-and-Ramat-1996
115,Haspelmath-1997
115,Berry-and-Berry-1999
115,Dryer-1988b
115,McGregor-1990
115,Dayley-1985
115,Macaulay-1996
115,Weiss-1999
116,Dol-1999
116,Watkins-1984
116,Nettle-1998
116,van-den-Berg-1995
116,Haas-1940
116,Breeze-1990
116,Everett-1986
116,Josephs-1975
116,Semiun-1993
116,Aikhenvald-1998
116,Epps-2008
116,Hayward-1990b
116,Colarusso-1992
116,Adelaar-2004
116,Nebel-1948
116,Kiessling-1994
116,Taylor-1985
116,Maiden-and-Robustelli-2000
116,Cole-1982
116,Paroz-1946
116,Muntzel-1986
116,Macaulay-1996
117,Clark-1978
117,Seiler-1983
117,Heine-1997
117,Stassen-2001
117,Fortescue-1984
117,Poppe-1954
117,Kalinina-1993
117,Sneddon-1975
117,Stassen-2000
117,Murane-1974
117,Samarin-1967b
117,Ashton-et-al-1954
117,Steele-1977
117,Comrie-1989
117,Press-1986
117,Wetzer-1996
117,Stassen-1997
117,Osborne-1974
117,Cyffer-1974
117,Bendor-Samuel-1972
117,Jochelson-1905
118,Crowell-1979
118,Tucker-and-Bryan-1966
118,Wetzer-1996
118,Stassen-1997
118,Osborne-1974
118,Greene-1966
118,Eades-1979
118,Schachter-and-Otanes-1972
118,Biggs-1969
119,Stassen-1997
119,Li-and-Thompson-1977
119,Li-and-Thompson-1981
119,Greene-1966
119,Harrison-1976
119,Ross-and-Paol-1978
119,Mirikitani-1972
119,Anonymous-1985
119,Conzemius-1929
119,Ashton-et-al-1954
119,Douglas-1959
119,Drake-1903
119,Asher-1982
119,Givon-1984
120,Benveniste-1966b
120,Fromm-and-Sadeniemi-1956
120,Hanoteau-1906
120,Noss-1964
120,Gair-1970
120,Lukas-1953
120,Douglas-1959
120,Voorhoeve-1965a
120,Ginter-and-Tarnoi-1991
120,Stassen-1997
120,Li-and-Thompson-1977
120,Lister-Turner-and-Clark-1930
120,Lewis-1967
120,Tucker-and-Bryan-1966
120,Feldman-1986
120,Welmers-1976
120,Koelle-1854
121,Ultan-1972
121,Andersen-1983
121,Stassen-1984
121,Stassen-1985
121,Kuhner-and-Stegmann-1955
121,Ittmann-1939
121,Warotamasikkhadit-1972
121,Hoffmann-1903
121,Sjoberg-1963
121,Oinas-1966
121,Frachtenberg-1922a
121,Tucker-and-Mpaayei-1955
121,Hanoteau-1896
121,Lukas-1953
121,Roberts-1987
121,Bloomfield-1962
121,Lewis-1968
121,Heine-1994
122,Comrie-1998
122,Comrie-1989
122,Everett-1986
122,Gordon-1986
122,Schaub-1985
122,Amha-2001
122,Lehmann-1984
122,Haspelmath-2001
122,Keenan-and-Comrie-1977
123,Comrie-1998
123,Gordon-1986
123,McGregor-1990
123,Comrie-1989
123,Lehmann-1984
123,Haspelmath-2001
123,Keenan-and-Comrie-1977
123,Schaub-1985
124,Wendt-1972
124,Ziervogel-et-al-1981
124,Mitchell-1962
124,Faraclas-1984
124,Facundes-2000
124,Hofling-2000
124,Dench-1991
124,Jung-1989
124,Bauer-1993
124,Olawsky-1999
124,Hewitt-1979
124,van-Klinken-1999
124,Gordon-1986
124,Rice-1989
124,Douglas-1991
125,Stassen-1985
125,Croft-1990
125,Cristofaro-2003
125,Li-and-Thompson-1973
125,Cristofaro-1998
125,Noonan-1992
125,Fortescue-1984
125,Hewitt-1987
125,Sulkala-and-Karjalainen-1992
125,Hengeveld-1998
125,Joseph-1983
125,Koptjevskaja-Tamm-1994
125,Evans-1995
125,van-den-Berg-1989b
125,Haiman-1983
125,Haiman-1985
125,Givon-1980
125,Givon-1990
126,Cristofaro-2003
126,Dayley-1985
126,Popjes-and-Popjes-1986
126,Stassen-1985
126,Gordon-1986
126,Bauer-1993
126,Hewitt-1987
126,Saltarelli-et-al-1988
126,Cristofaro-1998
126,Haiman-1983
126,Haiman-1985
126,Givon-1980
126,Givon-1990
127,Cristofaro-2003
127,Popjes-and-Popjes-1986
127,Stassen-1985
127,Bhatia-1993
127,Maslova-2003a
127,Fortescue-1984
127,Guirardello-1999a
127,Cristofaro-1998
127,Haiman-1983
127,Haiman-1985
127,Langacker-1987a
127,Langacker-1987b
127,Langacker-1991
127,Givon-1980
127,Givon-1990
128,Noonan-1985
128,Cristofaro-2003
128,Davies-1981b
128,Everett-1986
128,Munro-1982
128,Stassen-1985
128,Gordon-1986
128,Fortescue-1984
128,Cristofaro-1998
128,Givon-1980
128,Givon-1990
128,Dik-1989
128,Dik-1997a
128,Dik-1997b
128,Hengeveld-1989
128,Hengeveld-1990
128,Siewierska-1991
128,Langacker-1987a
128,Langacker-1987b
128,Langacker-1991
129,Witkowski-and-Brown-1985
130,Brown-and-Witkowski-1981
130,Kunz-1917
131,Comrie-1997
131,Greenberg-1978
131,Hurford-1975
131,Sapir-1965
131,Drabbe-1952
131,Green-and-Igwe-1963
131,Carlson-1994
131,Kornfilt-1997
132,Kay-et-al-1991
132,Kay-and-Berlin-1997
132,Kay-et-al-1997
132,Hardin-and-Maffi-1997
132,Kay-and-Maffi-1999
132,Berlin-and-Kay-1969
132,Kay-and-McDaniel-1978
132,Hering-1964
132,Jameson-and-Hurvich-1968
132,Hurvich-1982
132,Zadeh-1996
132,Xu-1994
133,Kay-et-al-1991
133,Kay-and-Berlin-1997
133,Kay-et-al-1997
133,Hardin-and-Maffi-1997
133,Kay-and-Maffi-1999
133,Berlin-and-Kay-1969
133,Kay-and-McDaniel-1978
133,Hering-1964
133,Jameson-and-Hurvich-1968
133,Hurvich-1982
133,Zadeh-1996
133,Xu-1994
134,Kay-et-al-1991
134,Kay-and-Berlin-1997
134,Kay-et-al-1997
134,Hardin-and-Maffi-1997
134,Kay-and-Maffi-1999
134,Berlin-and-Kay-1969
134,Kay-and-McDaniel-1978
134,Hering-1964
134,Jameson-and-Hurvich-1968
134,Hurvich-1982
134,Zadeh-1996
134,Xu-1994
135,Kay-et-al-1991
135,Kay-and-Berlin-1997
135,Kay-et-al-1997
135,Hardin-and-Maffi-1997
135,Kay-and-Maffi-1999
135,Berlin-and-Kay-1969
135,Kay-and-McDaniel-1978
135,Hering-1964
135,Jameson-and-Hurvich-1968
135,Hurvich-1982
135,Zadeh-1996
135,Xu-1994
136,Grinevald-1988
136,Lewis-1967
136,Campbell-1985
136,Bright-1957
136,Tarpent-1987
136,Smeets-1989
136,Vinas-Urquiza-1974
136,Voorhoeve-1965b
136,Innes-1966
136,Ringe-1998
136,Oswalt-1991
136,Nichols-2001
136,Nichols-and-Peterson-1996
137,Grinevald-1988
137,Lewis-1967
137,Campbell-1985
137,Bright-1957
137,Tarpent-1987
137,Smeets-1989
137,Vinas-Urquiza-1974
137,Voorhoeve-1965b
137,Innes-1966
137,Ringe-1998
137,Oswalt-1991
137,Nichols-2001
137,Nichols-and-Peterson-1996
139,Zeshan-2004b
140,Celo-1996
140,Zeshan-2004a
141,Daniels-and-Bright-1996
142,Darwin-1872
143,Blackings-and-Fabb-2003
143,Kraft-and-Kraft-1973
143,Allan-et-al-1995
143,Williams-1980a
143,Kawachi-2007
143,Brown-1994
143,Vidal-2001
143,Stanhope-1980
143,Thomas-1978
143,Becker-Donner-1965
143,Heeschen-1998
143,Anderson-1979
143,Terrill-2003
143,Tucker-and-Mpaayei-1955
143,Grinevald-1988
143,Ngonyani-2003
143,Koshal-1979
143,Genetti-2007
143,Kopris-2001
143,Meier-et-al-1975
143,Frajzyngier-and-Shay-2002
143,Frajzyngier-1993
143,Einaudi-1976
143,Kooyers-1974
143,Aikhenvald-2003
143,Baroja-1989
143,San-Roque-2008
143,Reintges-2004
143,Sibomana-1986
143,Romero-Mendez-2009
143,Harris-1969b
143,Spencer-2008
143,Miestamo-2005
143,Derbyshire-1979
143,Singh-2002
143,Bruce-1984
143,Emenanjo-1978
143,Poulos-1990
143,Chumbow-and-Tamanji-1994
143,Schafer-1995
143,Wiering-and-Wiering-1994
143,Berry-and-Berry-1999
143,Aikhenvald-1996
143,Henderson-1997
143,van-Driem-1987
143,Carteron-1972
143,Kari-1997
143,Turner-1987
143,Tucker-and-Bryan-1966
143,Curnow-1997
143,Horton-1949
143,Childs-1995
143,Schuh-1998
143,Bryant-1999
143,Kraft-1963
143,Carlson-1994
143,de-Vries-2004
143,Holzknecht-1986
143,Coupe-2007
143,Wolff-1983
143,Wolff-2009
143,Panfilov-1962
143,Du-Feu-1996
143,Michelson-and-Doxtator-2002
143,Heath-2005
143,Redden-1979
143,Richert-1975
143,Ottaviano-and-Ottaviano-1967
143,Sampson-1926
143,Macalister-1914
143,Andvik-1999
143,Collier-and-Gregerson-1985
143,Hyman-1981b
143,Lumwamu-1973
144,Faust-1971
144,Randal-1998
144,Santandrea-1970
144,Smye-2004
144,Stevenson-1969
144,Williams-1980a
144,Heath-1999a
144,Ross-and-Paol-1978
144,Kratochvil-2007
144,Andrade-1933
144,Watkins-1993
144,Jarvis-1989
144,Lynch-2000
144,Besnier-2000
144,Najlis-1973
144,Kohler-1981
144,Omondi-1982
144,Ngonyani-2003
144,Dryer-2009
144,Allin-1976
144,Nordlinger-1998
144,Tucker-and-Bryan-1966
144,Smith-and-Johnson-2000
144,Rice-1989
144,Heine-1999a
144,Burquest-1973
144,Hoskison-1983
144,Harlow-1996
144,Bauer-1993
144,Ayuninjam-1998
144,Turton-and-Bender-1976
144,Amboulou-1998
144,Jenner-1904
144,Will-1989
144,Good-2003
144,Weir-1994
144,Chumbow-and-Tamanji-1994
144,Bryant-1999
144,Gomes-2007
144,Santandrea-1965b
144,Blackings-and-Fabb-2003
144,Sass-2006
144,Nebel-1948
144,Crazzolara-1933
144,Crowley-1982
144,Morgan-1996
144,Anderson-1979
144,Allan-et-al-1995
144,Scorza-1985
144,Visser-and-Voorhoeve-1987
144,Odden-1996
144,Terrill-1998
144,Njie-1982
144,Chapman-and-Derbyshire-1991
144,Kung-2007
144,Simeone-Senelle-1997
144,Moyse-Faurie-1983
144,Osumi-1995
144,Dayley-1985
144,Casamiquela-1983
144,Klein-2001
144,Guirardello-1999a
144,Kutsch-Lojenga-1994
144,Last-and-Lucassen-1998
144,Trager-1946
144,van-der-Voort-2004
144,Dum-Tragut-2009
144,Berry-and-Berry-1999
144,Henderson-1997
144,Aikhenvald-1998
144,Lynch-1978
144,Keen-1983
144,Peeke-1962
144,Bowern-and-Lotridge-2002
144,Carteron-1972
144,Kari-1997
144,Schafer-1995
144,Hyslop-2001
144,Horton-1949
144,Hyman-1981b
144,Wiering-and-Wiering-1994
144,Harris-1969b
144,Lumwamu-1973
144,Hyman-and-Magaji-1970
144,Childs-1995
144,Schuh-1998
144,Kraft-and-Kraft-1973
144,Tischhauser-1992
144,Bernini-and-Ramat-1996
144,Nettle-1998
144,Frajzyngier-1993
144,Early-1994a
144,Clark-2002
144,Mamet-1960
144,Holzknecht-1986
144,Redden-1979
144,Sibomana-1986
144,Poulos-and-Bosch-1997
144,Brown-1994
144,Reintges-2004
144,Gary-and-Gamal-Eldin-1982
144,Sampson-1926
144,Donohue-and-San-Roque-2004
144,Gabas-1999
144,Marlett-1981
144,Renck-1975
144,Thompson-et-al-2006
144,Davies-1981b
144,Heeschen-1998
144,Clifton-1997
144,Estrada-Fernandez-1996
144,Charney-1993
144,Hill-2005
144,Terrill-2003
144,Chirikba-2003
144,Koshal-1979
144,Genetti-2007
144,Grinevald-1988
144,Tryon-1974
144,Watkins-1984
144,Allen-1975b
144,Nedjalkov-1997
144,Soe-1999
144,Rose-2003b
144,Owens-1985
144,Curnow-1997
144,Ray-1933
144,Wexler-1967
144,Collier-and-Gregerson-1985
144,Tryon-1970b
144,Carlson-1994
144,Ebermann-1986a
144,Dayley-1989a
144,Einaudi-1976
144,Toba-1984
144,Coupe-2007
144,Aikhenvald-2003
144,Panfilov-1962
144,Trenga-1947
144,San-Roque-2008
144,Spencer-2008
144,Andvik-1999
144,Miller-2001
144,Roberts-1987
144,Kooyers-1974
144,Richert-1975
144,de-Vries-2004
144,Jany-2009
144,Kroeber-1904
144,Merrifield-1968
144,Key-1967
144,Beeler-1976
144,Rodrigues-1999b
144,Adam-1897
144,Jamieson-1988
144,Novelli-1985
144,Harrison-et-al-1981
144,Kopris-2001
144,Dryer-1991
144,Dryer-1992
144,Chaker-1983
144,Garcia-Matzar-and-Rodriguez-Guajan-1997
144,Reh-1985
144,Dunn-1979
144,Frajzyngier-and-Shay-2002
144,Harrell-1962
144,Wolff-1983
144,Wolff-2009
144,Weber-1988
144,Baroja-1989
144,Heath-2005
144,Leeding-1989
144,Macalister-1914
144,Buenrostros-1991
144,Olawsky-2006
144,Donohue-2002
144,Harrison-1970
144,Abbott-1991
144,Rood-1976
144,Koehn-and-Koehn-1986
144,Andersen-1988
